partner,epithelial_axis,ligand,receptor,p_value,median_MPR_arm,median_NMPR_arm,n_MPR,n_NMPR,p_adj
MRC1+ M2-like,tumor,GNAI2,CAV1,6.54E-11,0.573182661,0,338,313,9.64E-11
MRC1+ M2-like,tumor,FGF2,NRP1,6.54E-11,0.080953684,0,338,313,9.64E-11
MRC1+ M2-like,tumor,FGF2,CD44,6.54E-11,0.316523085,0,338,313,9.64E-11
MRC1+ M2-like,tumor,FGF2,SDC4,6.54E-11,0.044728675,0,338,313,9.64E-11
MRC1+ M2-like,tumor,ARF1,CHRM3,6.54E-11,0.353134911,0,338,313,9.64E-11
MRC1+ M2-like,tumor,CXCL12,ITGA5,6.54E-11,0.045631042,0,338,313,9.64E-11
MRC1+ M2-like,tumor,EFNB1,EPHA4,6.54E-11,0.010300374,0,338,313,9.64E-11
MRC1+ M2-like,tumor,APOE,LRP6,6.54E-11,0.363026806,0,338,313,9.64E-11
MRC1+ M2-like,tumor,TGFB1,EGFR,6.54E-11,0.144952868,0,338,313,9.64E-11
MRC1+ M2-like,tumor,MEGF10,ABCA1,6.54E-11,0.041205303,0,338,313,9.64E-11
MRC1+ M2-like,tumor,PCSK9,SORT1,6.54E-11,0.050097634,0,338,313,9.64E-11
MRC1+ M2-like,tumor,FGF2,SDC3,6.54E-11,0.125241451,0,338,313,9.64E-11
MRC1+ M2-like,tumor,BSG,SLC16A1,6.54E-11,0.352184674,0,338,313,9.64E-11
MRC1+ M2-like,tumor,CXCL12,CD4,6.54E-11,0.142082875,0,338,313,9.64E-11
MRC1+ M2-like,tumor,LAMC1,CD44,6.54E-11,0.305772312,0,338,313,9.64E-11
MRC1+ M2-like,tumor,WNT5A,ADRB2,6.54E-11,0.028173653,0,338,313,9.64E-11
MRC1+ M2-like,tumor,BST1,CAV1,6.54E-11,0.149243907,0,338,313,9.64E-11
MRC1+ M2-like,tumor,GNAI2,S1PR5,6.54E-11,0.097693057,0,338,313,9.64E-11
MRC1+ M2-like,normal,SFTPD,SIRPA,6.20E-10,1.383091754,0.867598629,419,1329,9.04E-10
MRC1+ M2-like,normal,CALM3,EGFR,4.48E-09,0.337344741,0.365668664,419,1329,6.45E-09
MRC1+ M2-like,normal,MMP7,CD44,7.02E-09,1.012562483,1.865419338,419,1329,1.01E-08
MRC1+ M2-like,normal,FN1,ITGA6,1.96E-08,0.258739646,0.249150052,419,1329,2.79E-08
MRC1+ M2-like,normal,MUC1,SIGLEC9,2.20E-08,0.135867225,0.098369616,419,1329,3.14E-08
MRC1+ M2-like,normal,LGALS9,MET,3.27E-08,1.352152667,0.408063932,419,1329,4.64E-08
MRC1+ M2-like,normal,C1QB,C1QBP,8.69E-08,0.48904672,0.748101277,419,1329,1.21E-07
MRC1+ M2-like,normal,FN1,ITGA2,1.75E-07,0.378277792,0.393064641,419,1329,2.43E-07
MRC1+ M2-like,normal,APOE,LRP5,3.87E-07,1.420945794,0.992969063,419,1329,5.38E-07
MRC1+ M2-like,normal,FN1,ITGAV_ITGB1,7.68E-07,0.608070684,1.167523888,419,1329,1.06E-06
MRC1+ M2-like,tumor,NTS,SORT1,4.25E-06,0.216285407,0,338,313,5.72E-06
MRC1+ M2-like,tumor,BMP7,ENG,4.25E-06,0.014592969,0,338,313,5.72E-06
MRC1+ M2-like,tumor,MELTF,TFRC,4.25E-06,0.210166626,0,338,313,5.72E-06
MRC1+ M2-like,tumor,FABP5,RXRA,4.25E-06,0.236047917,0,338,313,5.72E-06
MRC1+ M2-like,normal,CALM1,AQP1,4.55E-06,0.966426459,0.734184833,419,1329,6.11E-06
MRC1+ M2-like,normal,FN1,ITGAV_ITGB6,5.43E-06,0.493160962,0.752369786,419,1329,7.29E-06
MRC1+ M2-like,normal,ANXA1,EGFR,5.78E-06,0.820327788,0.827997107,419,1329,7.74E-06
MRC1+ M2-like,normal,S100A4,EGFR,7.11E-06,1.146880268,0.760059081,419,1329,9.51E-06
MRC1+ M2-like,normal,C3,LRP1,2.37E-05,1.264987318,0.959906069,419,1329,3.13E-05
MRC1+ M2-like,normal,C3,CD81,4.56E-05,3.17579601,3.106083069,419,1329,6.02E-05
MRC1+ M2-like,normal,SLPI,CD4,0.000386238,3.146434731,2.448302212,419,1329,0.000499269
MRC1+ M2-like,normal,GNAI2,CAV1,0.000435174,1.185313182,0.95412587,419,1329,0.000561617
MRC1+ M2-like,normal,THBS1,ITGA3_ITGB1,0.000774749,0.148609512,0.033091137,419,1329,0.000997442
MRC1+ M2-like,normal,MDK,LRP1,0.005814056,0.812259573,0.791866342,419,1329,0.00733755
MRC1+ M2-like,normal,C3,CD46,0.010718957,1.066041573,0.774284162,419,1329,0.013421779
MRC1+ M2-like,normal,FN1,ITGA3_ITGB1,0.025640904,0.663561646,1.193241549,419,1329,0.031832148
MRC1+ M2-like,tumor,FN1,SDC1,0.068668808,2.820993203,0,338,313,0.0799137
MRC1+ M2-like,tumor,GPC3,CD81,0.068668808,1.940079342,2.950946389,338,313,0.0799137
MRC1+ M2-like,tumor,FN1,ITGA6,0.068668808,1.014632904,0,338,313,0.0799137
MRC1+ M2-like,tumor,B2M,TFRC,0.068668808,11.25118635,1.76331186,338,313,0.0799137
MRC1+ M2-like,tumor,COL6A1,SDC1,0.068668808,0.208799782,0,338,313,0.0799137
MRC1+ M2-like,tumor,HMGB1,SDC1,0.068668808,1.987251323,2.514083261,338,313,0.0799137
MRC1+ M2-like,tumor,LGALS9,SLC1A5,0.068668808,1.126246783,1.754676947,338,313,0.0799137
MRC1+ M2-like,tumor,FN1,ITGAV_ITGB1,0.068668808,0.690067053,0,338,313,0.0799137
MRC1+ M2-like,tumor,COL6A1,ITGA6,0.068668808,0.077138757,0,338,313,0.0799137
MRC1+ M2-like,tumor,APOE,SORL1,0.068668808,1.408706725,3.064724461,338,313,0.0799137
MRC1+ M2-like,tumor,LRPAP1,LDLR,0.068668808,0.62471878,0,338,313,0.0799137
MRC1+ M2-like,normal,SLPI,PLSCR1,0.14966455,1.773539554,1.617470716,419,1329,0.17229202
MRC1+ M2-like,normal,CALM2,AQP1,0.160832863,0.760125899,0.375878716,419,1329,0.185015646
MRC1+ M2-like,normal,HP,CD163,0.178100745,0.153441913,0.153334308,419,1329,0.204438688
MRC1+ M2-like,normal,C3,ITGAM,0.361412353,0.556386094,0.512437994,419,1329,0.410147873
MRC1+ M2-like,normal,FN1,DPP4,0.391341089,0.179483436,0.187843084,419,1329,0.442855203
MRC1+ M2-like,normal,HP,ITGB2,0.85763998,0.240731925,0.144084165,419,1329,0.954990479
MRC1+ M2-like,tumor,LPL,CD44,1,0.991356996,0.291106009,338,313,1
MRC1+ M2-like,tumor,APOE,LSR,1,2.504053689,2.54125449,338,313,1
MRC1+ M2-like,tumor,C1QB,C1QBP,1,1.09962834,0.762952624,338,313,1
MRC1+ M2-like,tumor,ARPC5,LDLR,1,1.399207479,1.579574061,338,313,1
MRC1+ M2-like,tumor,ACTR2,LDLR,1,1.354114035,1.270044902,338,313,1
MRC1+ M2-like,tumor,VIM,CD44,1,3.727835332,2.53007327,338,313,1
MRC1+ M2-like,tumor,GPI,AMFR,1,0.730497397,0.787273498,338,313,1
MRC1+ M2-like,tumor,HLA-A,APLP2,1,5.151199878,6.641357185,338,313,1
Regulatory,normal,S100A9,CD36,2.90E-201,0.257886934,0.799792324,419,1085,2.32E-198
Regulatory,normal,VCAN,ITGB1,2.40E-181,0.35898365,1.441747914,419,1085,7.68E-179
Regulatory,normal,CD24,SIGLEC10,1.53E-167,0,0.590922697,419,1085,2.45E-165
Regulatory,normal,SFTPD,LY96,5.45E-135,0.681904283,0.052415292,419,1085,4.15E-133
Regulatory,normal,MUC1,SIGLEC9,1.28E-126,0.073035787,0.221586416,419,1085,6.39E-125
Regulatory,normal,HLA-A,APLP2,2.67E-122,5.336891495,7.233373912,419,1085,1.15E-120
Regulatory,tumor,THBS1,SDC1,4.75E-112,0,0.207051702,338,169,4.06E-111
Regulatory,tumor,THBS1,ITGA6,4.75E-112,0,0.036317459,338,169,4.06E-111
Regulatory,tumor,THBS1,SDC4,4.75E-112,0,0.128451489,338,169,4.06E-111
Regulatory,tumor,THBS1,CD47,4.75E-112,0,0.083731356,338,169,4.06E-111
Regulatory,tumor,THBS1,LRP5,4.75E-112,0,0.167581595,338,169,4.06E-111
Regulatory,tumor,ALCAM,NRP1,4.75E-112,0,0.292275471,338,169,4.06E-111
Regulatory,normal,LTF,TFRC,1.89E-96,0.800427545,0.476846355,419,1085,1.41E-95
Regulatory,normal,THBS1,SDC1,1.88E-94,0,0.0944316,419,1085,1.37E-93
Regulatory,normal,THBS1,LRP5,1.88E-94,0,0.066754082,419,1085,1.37E-93
Regulatory,normal,THBS1,SDC4,1.88E-94,0,0.209334589,419,1085,1.37E-93
Regulatory,normal,THBS1,ITGA3_ITGB1,1.88E-94,0,0.098651973,419,1085,1.37E-93
Regulatory,normal,THBS1,CD47,1.88E-94,0,0.151562494,419,1085,1.37E-93
Regulatory,normal,COL4A2,CD93,1.85E-88,0.008628371,0.092760074,419,1085,1.33E-87
Regulatory,normal,LTF,LRP1,5.57E-85,0.911993854,0.428347196,419,1085,3.91E-84
Regulatory,normal,C3,ITGAX,8.75E-85,0.693851073,0.936651933,419,1085,6.11E-84
Regulatory,tumor,GRN,EGFR,1.61E-84,1.903959702,10.90212046,338,169,8.91E-84
Regulatory,tumor,GPC3,CD81,1.61E-84,2.260623324,3.384067251,338,169,8.91E-84
Regulatory,tumor,GNAI2,EGFR,1.61E-84,1.408287831,6.027548852,338,169,8.91E-84
Regulatory,tumor,GPC3,LRP1,1.61E-84,0.866100609,1.52992735,338,169,8.91E-84
Regulatory,tumor,VCAN,EGFR,1.61E-84,0.344852982,2.626402426,338,169,8.91E-84
Regulatory,tumor,COL4A5,CD93,1.61E-84,0.041516987,0.317735878,338,169,8.91E-84
Regulatory,tumor,APOE,LDLR,1.61E-84,1.276472223,1.998744039,338,169,8.91E-84
Regulatory,tumor,B2M,TFRC,1.61E-84,11.33745669,1.834241167,338,169,8.91E-84
Regulatory,tumor,CALM2,EGFR,1.61E-84,0.564863117,5.274092433,338,169,8.91E-84
Regulatory,tumor,S100A4,EGFR,1.61E-84,1.182814705,2.69716205,338,169,8.91E-84
Regulatory,tumor,ANXA1,EGFR,1.61E-84,0.777818843,2.78709119,338,169,8.91E-84
Regulatory,tumor,F12,CD93,1.61E-84,0.015219401,0.238437659,338,169,8.91E-84
Regulatory,tumor,APOE,LSR,1.61E-84,1.476132541,2.663474781,338,169,8.91E-84
Regulatory,tumor,MDK,LRP1,1.61E-84,1.030273797,2.588748199,338,169,8.91E-84
Regulatory,tumor,SERPINE1,PLAUR,1.61E-84,0.046371263,2.496119011,338,169,8.91E-84
Regulatory,tumor,VEGFA,EGFR,1.61E-84,0.232976957,1.125216759,338,169,8.91E-84
Regulatory,tumor,APOE,VLDLR,1.61E-84,0.592559674,0,338,169,8.91E-84
Regulatory,tumor,HMGB1,SDC1,1.61E-84,2.32378212,1.341302336,338,169,8.91E-84
Regulatory,tumor,CALM3,EGFR,1.61E-84,0.767882704,6.216015248,338,169,8.91E-84
Regulatory,tumor,GSTP1,EGFR,1.61E-84,1.143332062,5.444138078,338,169,8.91E-84
Regulatory,tumor,F11R,ITGAL_ITGB2,1.61E-84,1.978977108,2.425611862,338,169,8.91E-84
Regulatory,tumor,MDK,SDC3,1.61E-84,0.320982208,0.587331681,338,169,8.91E-84
Regulatory,tumor,HSP90AA1,EGFR,1.61E-84,1.368817498,8.315003924,338,169,8.91E-84
Regulatory,tumor,BMP7,ENG,1.61E-84,0.010582374,0.32387602,338,169,8.91E-84
Regulatory,tumor,ARPC5,LDLR,1.61E-84,1.818492223,1.394265851,338,169,8.91E-84
Regulatory,tumor,FN1,SDC1,1.61E-84,3.416697104,0.381043626,338,169,8.91E-84
Regulatory,tumor,SERPINE2,LRP1,1.61E-84,0.089959731,2.174320722,338,169,8.91E-84
Regulatory,tumor,NTS,SORT1,1.61E-84,0.103015362,1.84148238,338,169,8.91E-84
Regulatory,tumor,LRPAP1,VLDLR,1.61E-84,0.199291365,0,338,169,8.91E-84
Regulatory,tumor,APOC1,VLDLR,1.61E-84,0.686697958,0,338,169,8.91E-84
Regulatory,tumor,MDK,ITGA4_ITGB1,1.61E-84,0.675401786,1.740780705,338,169,8.91E-84
Regulatory,tumor,RTN4,GJB2,1.61E-84,0.470228825,1.536900052,338,169,8.91E-84
Regulatory,tumor,BMP7,ACTR2,1.61E-84,0.103833224,0.729413835,338,169,8.91E-84
Regulatory,tumor,VEGFA,GPC1,1.61E-84,0.262019568,0.608553079,338,169,8.91E-84
Regulatory,tumor,ACTR2,LDLR,1.61E-84,1.876586973,1.261988099,338,169,8.91E-84
