partner,epithelial_axis,ligand,receptor,p_value,median_MPR_arm,median_NMPR_arm,n_MPR,n_NMPR,p_adj
CD8.TEX,normal,LAMB3,CD44,1.69E-192,0.229945327,0.819552209,419,1293,8.99E-190
CD8.TEX,normal,NECTIN2,CD96,4.55E-157,0.398961169,0.816999262,419,1293,5.60E-155
CD8.TEX,normal,LAMB1,ITGA1,1.09E-127,0.015819313,0.078172543,419,1293,5.82E-126
CD8.TEX,tumor,NECTIN4,TIGIT,4.99E-115,1.793819468,0,338,313,4.41E-114
CD8.TEX,tumor,HMGB1,SDC1,4.99E-115,3.012145463,3.787816601,338,313,4.41E-114
CD8.TEX,tumor,FAM3C,CLEC2D,4.99E-115,0.784407633,0.883198387,338,313,4.41E-114
CD8.TEX,tumor,HLA-E,CD8A,4.99E-115,6.753171111,5.179726516,338,313,4.41E-114
CD8.TEX,tumor,F11R,ITGAL_ITGB2,4.99E-115,2.235624874,1.536724201,338,313,4.41E-114
CD8.TEX,tumor,BMP7,ACTR2,4.99E-115,0.081533741,0.746716472,338,313,4.41E-114
CD8.TEX,tumor,MDK,NCL,4.99E-115,1.393332607,2.685705396,338,313,4.41E-114
CD8.TEX,tumor,ANXA1,EGFR,4.99E-115,0.237515601,2.78153376,338,313,4.41E-114
CD8.TEX,normal,TIGIT,NECTIN2,1.72E-115,0.418114647,0.754062898,419,1293,4.41E-114
CD8.TEX,normal,NECTIN2,TIGIT,1.72E-115,0.418114647,0.754062898,419,1293,4.41E-114
CD8.TEX,tumor,ARF6,PLD1,4.99E-115,0.075030932,0.470519748,338,313,4.41E-114
CD8.TEX,tumor,JAML,CXADR,4.99E-115,0.760800741,0.239807399,338,313,4.41E-114
CD8.TEX,tumor,CXADR,JAML,4.99E-115,0.760800741,0.239807399,338,313,4.41E-114
CD8.TEX,normal,CD96,PVR,4.67E-105,0.115835307,0.170349587,419,1293,3.72E-104
CD8.TEX,normal,NECTIN4,TIGIT,1.06E-97,0.499043535,0.280270165,419,1293,7.96E-97
CD8.TEX,normal,PCSK1N,GPR171,3.55E-82,0.040300065,0.209570764,419,1293,1.93E-81
CD8.TEX,normal,GZMB,IGF2R,2.33E-80,0.45400677,0.633164825,419,1293,1.26E-79
CD8.TEX,normal,LGALS3,LAG3,2.01E-76,1.056799227,1.537364177,419,1293,1.07E-75
CD8.TEX,normal,CEACAM5,CD8A,1.56E-56,0.020429425,0.210978822,419,1293,6.56E-56
CD8.TEX,normal,LAMC1,ITGA1,1.51E-51,0.191723679,0.367535171,419,1293,6.07E-51
CD8.TEX,normal,IFNG,IFNGR1_IFNGR2,3.09E-46,0.38441488,0.621650141,419,1293,1.13E-45
CD8.TEX,normal,HLA-A,CD3G,3.70E-43,6.409697244,6.725295827,419,1293,1.28E-42
CD8.TEX,normal,LTF,BTN3A2,2.76E-42,0.668714018,0.48402986,419,1293,9.44E-42
CD8.TEX,tumor,CCL5,SDC4,8.16E-35,2.787715986,5.072712557,338,313,1.94E-34
CD8.TEX,tumor,CEACAM5,CD8A,8.16E-35,3.561091194,0,338,313,1.94E-34
CD8.TEX,tumor,S100A4,EGFR,8.16E-35,0.865815761,6.465772951,338,313,1.94E-34
CD8.TEX,tumor,B2M,TFRC,8.16E-35,11.3686262,1.752930421,338,313,1.94E-34
CD8.TEX,tumor,HLA-A,CD3D,8.16E-35,4.639928603,7.282395246,338,313,1.94E-34
CD8.TEX,tumor,HSP90AA1,EGFR,8.16E-35,1.52520014,9.93044835,338,313,1.94E-34
CD8.TEX,tumor,GNAI2,EGFR,8.16E-35,0.827633387,6.645537481,338,313,1.94E-34
CD8.TEX,tumor,COL4A5,ITGA1_ITGB1,8.16E-35,0.256456474,0.876533718,338,313,1.94E-34
CD8.TEX,tumor,MDK,ITGA4_ITGB1,8.16E-35,0.848165462,1.562195291,338,313,1.94E-34
CD8.TEX,tumor,CALM3,EGFR,8.16E-35,0.549181088,3.990143037,338,313,1.94E-34
CD8.TEX,tumor,FAM3C,PDCD1,8.16E-35,0.479063897,0.748864546,338,313,1.94E-34
CD8.TEX,tumor,DLK2,NOTCH1,8.16E-35,0.018026847,0.260270109,338,313,1.94E-34
CD8.TEX,tumor,CALM2,EGFR,8.16E-35,0.537574488,4.968527822,338,313,1.94E-34
CD8.TEX,tumor,COL7A1,ITGA1_ITGB1,8.16E-35,0.22706568,0.657774782,338,313,1.94E-34
CD8.TEX,tumor,HLA-A,CD8B,8.16E-35,2.166239704,5.136639969,338,313,1.94E-34
CD8.TEX,tumor,LAMB1,ITGA1,8.16E-35,0.090318008,0.409857862,338,313,1.94E-34
CD8.TEX,tumor,JAG2,NOTCH1,8.16E-35,0.071785668,0.260270109,338,313,1.94E-34
CD8.TEX,tumor,LGALS3,LAG3,8.16E-35,1.089610153,2.150863209,338,313,1.94E-34
CD8.TEX,tumor,GZMB,IGF2R,8.16E-35,0.597173005,0,338,313,1.94E-34
CD8.TEX,tumor,HLA-B,CD3G,8.16E-35,5.020472482,5.869122973,338,313,1.94E-34
CD8.TEX,normal,HLA-B,CD8A,5.80E-29,8.267015512,8.732115538,419,1293,1.28E-28
CD8.TEX,tumor,CCL5,SDC1,9.85E-26,8.281616971,8.176734858,338,313,1.99E-25
CD8.TEX,tumor,CD96,NECTIN1,9.85E-26,1.632902537,1.464000058,338,313,1.99E-25
CD8.TEX,tumor,NECTIN1,CD96,9.85E-26,1.632902537,1.464000058,338,313,1.99E-25
CD8.TEX,tumor,HLA-C,CD8A,9.85E-26,9.141626231,8.767740215,338,313,1.99E-25
CD8.TEX,tumor,JAG1,NOTCH1,9.85E-26,0.188122626,0.150432971,338,313,1.99E-25
CD8.TEX,normal,CD55,ADGRE5,2.19E-24,0.92344427,1.061081757,419,1293,4.36E-24
CD8.TEX,normal,CD59,CD2,2.82E-17,2.027065296,3.376715942,419,1293,5.34E-17
CD8.TEX,normal,CCL5,DPP4,3.31E-17,0.480223754,0.66850675,419,1293,6.27E-17
CD8.TEX,normal,CCL5,SDC1,1.64E-15,4.835192455,4.137553686,419,1293,3.04E-15
CD8.TEX,normal,GZMA,PARD3,2.14E-15,0.522265732,0.547215558,419,1293,3.97E-15
CD8.TEX,normal,HLA-F,CD8A,1.05E-14,1.964076135,2.34415686,419,1293,1.92E-14
CD8.TEX,normal,HLA-A,CD8B,4.67E-14,2.960189355,2.855169094,419,1293,8.55E-14
CD8.TEX,normal,HSP90AA1,EGFR,9.93E-12,1.057673188,0.926501366,419,1293,1.73E-11
CD8.TEX,normal,HLA-C,CD8A,2.51E-11,9.166635392,9.467393807,419,1293,4.36E-11
CD8.TEX,tumor,GZMB,CHRM3,6.54E-11,0.616642898,0,338,313,9.64E-11
CD8.TEX,tumor,CXCL12,CXCR3,6.54E-11,0.044383057,0,338,313,9.64E-11
CD8.TEX,tumor,ADAM23,ITGA4,6.54E-11,0.266454682,0,338,313,9.64E-11
CD8.TEX,tumor,LAMC1,ITGA1,6.54E-11,0.247062015,0,338,313,9.64E-11
CD8.TEX,tumor,HLA-F,CD8A,6.54E-11,0.995005355,0,338,313,9.64E-11
CD8.TEX,tumor,CXCL12,ITGA4,6.54E-11,0.049230091,0,338,313,9.64E-11
CD8.TEX,tumor,COL27A1,ITGA1_ITGB1,6.54E-11,0.201542288,0,338,313,9.64E-11
CD8.TEX,tumor,NECTIN3,TIGIT,6.54E-11,0.131439642,0,338,313,9.64E-11
CD8.TEX,tumor,MFAP2,NOTCH1,6.54E-11,0.045854178,0,338,313,9.64E-11
CD8.TEX,tumor,GNAI2,CAV1,6.54E-11,0.452876229,0,338,313,9.64E-11
CD8.TEX,tumor,COL4A1,ITGA1_ITGB1,6.54E-11,0.108123309,0,338,313,9.64E-11
CD8.TEX,tumor,COL9A3,ITGA1_ITGB1,6.54E-11,0.058871398,0,338,313,9.64E-11
CD8.TEX,tumor,CXCL12,CXCR4,6.54E-11,0.139274431,0,338,313,9.64E-11
CD8.TEX,tumor,FGF2,CD44,6.54E-11,0.245881611,0,338,313,9.64E-11
CD8.TEX,tumor,GZMA,F2R,6.54E-11,0.135910278,0,338,313,9.64E-11
CD8.TEX,normal,HLA-E,CD8A,1.88E-10,5.455705579,4.543394412,419,1293,2.76E-10
CD8.TEX,normal,C3,IFITM1,1.28E-08,0.373527512,0.240683379,419,1293,1.82E-08
CD8.TEX,normal,S100A4,ERBB3,3.88E-08,1.865660135,1.725943889,419,1293,5.49E-08
CD8.TEX,tumor,GZMA,PARD3,4.25E-06,0.710200473,0,338,313,5.72E-06
CD8.TEX,normal,HMGB1,SDC1,5.85E-06,1.529571674,1.727537505,419,1293,7.83E-06
CD8.TEX,normal,S100A4,EGFR,1.87E-05,0.993248062,0.656232848,419,1293,2.48E-05
CD8.TEX,normal,HLA-A,ERBB2,8.37E-05,1.380055088,0.730747051,419,1293,0.000109996
CD8.TEX,normal,HLA-DRA,LAG3,8.38E-05,2.066118492,1.069784965,419,1293,0.00011001
CD8.TEX,normal,HLA-A,CD8A,0.000146152,9.801243229,9.744188334,419,1293,0.000190617
CD8.TEX,normal,HLA-DRB1,LAG3,0.001876875,2.006298204,1.015896161,419,1293,0.00239515
CD8.TEX,tumor,CD59,CD2,0.068668808,1.155483848,0,338,313,0.0799137
CD8.TEX,tumor,HLA-B,CD8A,0.068668808,8.018717153,9.367202739,338,313,0.0799137
CD8.TEX,tumor,HSPA8,LDLR,0.068668808,1.874932059,1.20475608,338,313,0.0799137
CD8.TEX,tumor,GPC3,CD81,0.068668808,0.686724519,1.054809996,338,313,0.0799137
CD8.TEX,normal,SIRPG,CD47,0.067254406,0.696165149,0.658397803,419,1293,0.0799137
CD8.TEX,normal,CD47,SIRPG,0.067254406,0.696165149,0.658397803,419,1293,0.0799137
CD8.TEX,tumor,CDH1,ITGAE_ITGB7,0.068668808,0.619188901,0.699134466,338,313,0.0799137
CD8.TEX,tumor,HLA-C,CD3D,0.068668808,5.570556952,5.97077218,338,313,0.0799137
CD8.TEX,tumor,IL16,CD9,0.068668808,0.687791311,1.773376046,338,313,0.0799137
CD8.TEX,normal,MYL9,CD69,0.067254406,0.513117139,0.284982738,419,1293,0.0799137
CD8.TEX,tumor,HLA-C,CD8B,0.068668808,2.46285352,4.211486193,338,313,0.0799137
CD8.TEX,tumor,HLA-B,CD8B,0.068668808,2.160087215,4.499431328,338,313,0.0799137
CD8.TEX,tumor,HLA-B,CD3D,0.068668808,4.886440776,6.379002132,338,313,0.0799137
CD8.TEX,normal,MXRA5,CD69,0.184931951,0.025669985,0.018306488,419,1293,0.211975763
CD8.TEX,normal,MDK,ITGA4_ITGB1,0.298868398,0.838616493,0.654284424,419,1293,0.340863458
CD8.TEX,normal,HLA-A,CD3D,0.308204407,5.737815526,5.099371003,419,1293,0.350957788
CD8.TEX,normal,CCL5,SDC4,0.383801026,5.189485454,6.234713632,419,1293,0.435246695
CD8.TEX,normal,CALM1,AQP1,0.564766529,1.055955438,1.058808882,419,1293,0.635064473
CD8.TEX,normal,HLA-DRB5,LAG3,0.590048163,0.011757094,0.016820699,419,1293,0.661631846
CD8.TEX,tumor,HLA-A,CD8A,1,7.701908416,10.69378428,338,313,1
CD8.TEX,tumor,HLA-A,CD3G,1,4.759664948,6.700307094,338,313,1
CD8.TEX,tumor,GZMA,F2RL1,1,1.389002929,1.281100877,338,313,1
CD8.TEX,tumor,HLA-C,CD3G,1,5.723330742,5.493523194,338,313,1
CD8.TEX,tumor,SIRPG,CD47,1,0.401984293,0.564656594,338,313,1
CD8.TEX,tumor,CD47,SIRPG,1,0.401984293,0.564656594,338,313,1
CD8.TEX,tumor,ALCAM,CD6,1,0.324404915,0.143137222,338,313,1
CD8.TEX,tumor,ACTR2,LDLR,1,1.43337116,1.291924084,338,313,1
CD8.TEX,tumor,FASLG,TNFRSF10B,1,0.183860306,0.224962013,338,313,1
CD8.TEX,tumor,TIGIT,NECTIN2,1,0.572076246,0.428845005,338,313,1
CD8.TEX,tumor,NECTIN2,TIGIT,1,0.572076246,0.428845005,338,313,1
CD8.TEX,tumor,B2M,CD3G,1,7.046520564,7.761157822,338,313,1
CD8.TEX,tumor,NECTIN2,CD96,1,0.571622516,0.526532457,338,313,1
CD8.TPEX,normal,LAMB3,CD44,2.04E-117,0.167499718,0.778150806,419,1293,8.15E-116
CD8.TPEX,tumor,CCL5,SDC1,4.99E-115,7.927445797,5.238946848,338,313,4.41E-114
CD8.TPEX,tumor,NECTIN4,TIGIT,4.99E-115,3.171079071,0,338,313,4.41E-114
CD8.TPEX,tumor,ANXA1,EGFR,4.99E-115,0.233250379,3.38156331,338,313,4.41E-114
CD8.TPEX,tumor,JAG1,NOTCH1,4.99E-115,0.086205498,0.186373103,338,313,4.41E-114
CD8.TPEX,tumor,HLA-A,CD3D,4.99E-115,5.025872567,0,338,313,4.41E-114
CD8.TPEX,tumor,BMP7,ACTR2,4.99E-115,0.078233801,0.753169196,338,313,4.41E-114
CD8.TPEX,tumor,HLA-A,CD3G,4.99E-115,4.01966302,1.686173502,338,313,4.41E-114
CD8.TPEX,tumor,ARF6,PLD1,4.99E-115,0.077165931,0.698114333,338,313,4.41E-114
CD8.TPEX,tumor,HLA-E,CD8A,4.99E-115,6.390317203,4.72475385,338,313,4.41E-114
CD8.TPEX,normal,CCL5,SDC1,4.67E-105,3.8412604,2.598152633,419,1293,3.72E-104
CD8.TPEX,normal,LAMB1,ITGA1,3.42E-73,0,0.042681925,419,1293,1.57E-72
CD8.TPEX,normal,IFNG,IFNGR1_IFNGR2,4.11E-73,0.329297623,0.834945784,419,1293,1.88E-72
CD8.TPEX,normal,PCSK1N,GPR171,2.01E-71,0.097224007,0.307579132,419,1293,9.08E-71
CD8.TPEX,normal,CRTAM,CADM1,6.99E-60,1.739833114,0.514531356,419,1293,2.99E-59
CD8.TPEX,normal,CADM1,CRTAM,6.99E-60,1.739833114,0.514531356,419,1293,2.99E-59
CD8.TPEX,normal,TIGIT,NECTIN2,7.68E-58,0.422285696,0.847041704,419,1293,3.25E-57
CD8.TPEX,normal,NECTIN2,TIGIT,7.68E-58,0.422285696,0.847041704,419,1293,3.25E-57
CD8.TPEX,normal,CEACAM5,CD8A,1.56E-56,0.018778587,0.198159037,419,1293,6.56E-56
CD8.TPEX,normal,NECTIN4,TIGIT,1.41E-50,0.538872262,0.314828536,419,1293,5.66E-50
CD8.TPEX,tumor,COL6A3,SDC1,8.15E-48,0.539284891,0,338,313,3.02E-47
CD8.TPEX,tumor,COL6A3,ITGAV_ITGB8,8.15E-48,0.148061028,0,338,313,3.02E-47
CD8.TPEX,tumor,COL6A3,CD44,8.15E-48,0.553432449,0,338,313,3.02E-47
CD8.TPEX,tumor,COL6A3,ITGA2_ITGB1,8.15E-48,0.197337621,0,338,313,3.02E-47
CD8.TPEX,normal,NECTIN2,CD96,2.17E-46,0.346220093,0.673481797,419,1293,7.97E-46
CD8.TPEX,tumor,XCL1,ADGRV1,8.16E-35,0.192389821,0.68808435,338,313,1.94E-34
CD8.TPEX,tumor,CD96,NECTIN1,8.16E-35,1.613957174,0.975732155,338,313,1.94E-34
CD8.TPEX,tumor,NECTIN1,CD96,8.16E-35,1.613957174,0.975732155,338,313,1.94E-34
CD8.TPEX,tumor,HSP90AA1,EGFR,8.16E-35,1.447451841,10.1943272,338,313,1.94E-34
CD8.TPEX,tumor,CEACAM5,CD8A,8.16E-35,3.44867357,0,338,313,1.94E-34
CD8.TPEX,tumor,B2M,TFRC,8.16E-35,11.25226626,1.739090811,338,313,1.94E-34
CD8.TPEX,tumor,S100A4,EGFR,8.16E-35,0.557459505,5.177479586,338,313,1.94E-34
CD8.TPEX,tumor,CALM2,EGFR,8.16E-35,0.626204901,4.196072532,338,313,1.94E-34
CD8.TPEX,tumor,FAM3C,CLEC2D,8.16E-35,1.062620878,0,338,313,1.94E-34
CD8.TPEX,tumor,MDK,NCL,8.16E-35,1.820107942,3.779570771,338,313,1.94E-34
CD8.TPEX,tumor,HSPA8,LDLR,8.16E-35,2.596945813,1.645258559,338,313,1.94E-34
CD8.TPEX,tumor,GNAI2,EGFR,8.16E-35,0.569142009,6.049354524,338,313,1.94E-34
CD8.TPEX,tumor,DLK2,NOTCH1,8.16E-35,0.012663481,0.322451571,338,313,1.94E-34
CD8.TPEX,tumor,CALM3,EGFR,8.16E-35,0.449439847,3.248910008,338,313,1.94E-34
CD8.TPEX,tumor,MDK,ITGA4_ITGB1,8.16E-35,0.28658431,1.251078636,338,313,1.94E-34
CD8.TPEX,tumor,JAG2,NOTCH1,8.16E-35,0.05042792,0.322451571,338,313,1.94E-34
CD8.TPEX,tumor,COL4A5,ITGA1_ITGB1,8.16E-35,0.194411508,0.874713923,338,313,1.94E-34
CD8.TPEX,tumor,FASLG,TNFRSF10B,8.16E-35,0.15989656,0.740795791,338,313,1.94E-34
CD8.TPEX,tumor,LAMB1,ITGA1,8.16E-35,0.063512781,0.249078743,338,313,1.94E-34
CD8.TPEX,tumor,FAM3C,PDCD1,8.16E-35,0.218659446,0.959128037,338,313,1.94E-34
CD8.TPEX,normal,HLA-DRB5,LAG3,1.79E-34,0,0.007772338,419,1293,4.22E-34
CD8.TPEX,normal,CCL5,SDC4,1.43E-31,4.062798812,3.563970389,419,1293,3.33E-31
CD8.TPEX,tumor,TNFSF14,LTBR,9.85E-26,1.943327052,2.00860947,338,313,1.99E-25
CD8.TPEX,tumor,HLA-C,CD8A,9.85E-26,8.607013328,7.997606477,338,313,1.99E-25
CD8.TPEX,tumor,F11R,ITGAL_ITGB2,9.85E-26,2.391988351,1.753204717,338,313,1.99E-25
CD8.TPEX,normal,CD59,CD2,1.14E-22,2.260172773,2.779520582,419,1293,2.25E-22
CD8.TPEX,normal,XCL1,ADGRV1,1.64E-17,0.131560898,0.026902426,419,1293,3.11E-17
CD8.TPEX,normal,COL6A3,SDC1,3.35E-17,0,0.099960738,419,1293,6.32E-17
CD8.TPEX,normal,COL6A3,ITGA3_ITGB1,3.35E-17,0,0.041181867,419,1293,6.32E-17
CD8.TPEX,normal,COL6A3,ITGA2_ITGB1,3.35E-17,0,0.053139205,419,1293,6.32E-17
CD8.TPEX,normal,TNFSF14,LTBR,3.52E-13,0.571753,0.417177072,419,1293,6.22E-13
CD8.TPEX,normal,KITLG,LRRN3,4.75E-11,0,0,419,1293,8.21E-11
CD8.TPEX,tumor,GZMB,CHRM3,6.54E-11,0.584545032,0,338,313,9.64E-11
CD8.TPEX,tumor,ADAM23,ITGA4,6.54E-11,0.280795684,0,338,313,9.64E-11
CD8.TPEX,tumor,CXCL12,CXCR3,6.54E-11,0.029368523,0,338,313,9.64E-11
CD8.TPEX,tumor,CXCL12,ITGA4,6.54E-11,0.05187973,0,338,313,9.64E-11
CD8.TPEX,tumor,LAMC1,ITGA1,6.54E-11,0.173737176,0,338,313,9.64E-11
CD8.TPEX,tumor,MFAP2,NOTCH1,6.54E-11,0.032211594,0,338,313,9.64E-11
CD8.TPEX,tumor,FGF2,SDC4,6.54E-11,0.123399407,0,338,313,9.64E-11
CD8.TPEX,tumor,NECTIN3,TIGIT,6.54E-11,0.132750864,0,338,313,9.64E-11
CD8.TPEX,tumor,HLA-F,CD8A,6.54E-11,0.914602091,0,338,313,9.64E-11
CD8.TPEX,tumor,FGF2,CD44,6.54E-11,0.235541716,0,338,313,9.64E-11
CD8.TPEX,tumor,CXCL12,CXCR4,6.54E-11,0.1237992,0,338,313,9.64E-11
CD8.TPEX,tumor,GZMB,IGF2R,6.54E-11,0.349833941,0,338,313,9.64E-11
CD8.TPEX,tumor,COL27A1,ITGA1_ITGB1,6.54E-11,0.152782807,0,338,313,9.64E-11
CD8.TPEX,tumor,GNAI2,CAV1,6.54E-11,0.311431234,0,338,313,9.64E-11
CD8.TPEX,normal,SEMA4D,MET,1.04E-10,0.107821572,0.309709381,419,1293,1.53E-10
CD8.TPEX,normal,COL6A3,ITGAV_ITGB8,4.49E-08,0,0.033102201,419,1293,6.29E-08
CD8.TPEX,tumor,GZMA,PARD3,4.25E-06,0.434592136,0,338,313,5.72E-06
CD8.TPEX,tumor,MDK,SDC4,4.25E-06,0.225491468,0,338,313,5.72E-06
CD8.TPEX,normal,HLA-A,ERBB2,8.37E-05,1.517563614,0.714586609,419,1293,0.000109996
CD8.TPEX,normal,CCL5,DPP4,0.001175307,0.484803415,0.364513875,419,1293,0.001504656
CD8.TPEX,normal,S100A4,ERBB3,0.001372949,0.289331472,1.242133151,419,1293,0.001754872
CD8.TPEX,normal,HLA-A,CD8A,0.006963164,9.739810831,7.660781343,419,1293,0.00876011
CD8.TPEX,normal,MYL9,CD69,0.016609386,0.188837367,0.195876116,419,1293,0.020716387
CD8.TPEX,normal,HMGB1,SDC1,0.035689561,2.042247722,1.986143392,419,1293,0.044204189
CD8.TPEX,tumor,CD59,CD2,0.068668808,1.116605258,0,338,313,0.0799137
CD8.TPEX,tumor,HLA-B,CD8A,0.068668808,7.549947852,8.544413893,338,313,0.0799137
CD8.TPEX,normal,HSP90AA1,EGFR,0.075437873,0.946954447,1.073709296,419,1293,0.087663632
CD8.TPEX,normal,MXRA5,CD69,0.184931951,0.024245619,0.010722729,419,1293,0.211975763
CD8.TPEX,normal,HLA-F,CD8A,0.230553558,1.8053653,1.800851035,419,1293,0.263701816
CD8.TPEX,normal,MDK,NCL,0.298868398,1.902494275,1.582973844,419,1293,0.340863458
CD8.TPEX,normal,CALM1,AQP1,0.564766529,1.005446319,1.368840559,419,1293,0.635064473
CD8.TPEX,tumor,HMGB1,SDC1,1,3.943433571,3.392598055,338,313,1
CD8.TPEX,tumor,HLA-A,CD8A,1,7.185761625,9.754472224,338,313,1
CD8.TPEX,tumor,CCL5,SDC4,1,3.011460034,3.25015693,338,313,1
CD8.TPEX,tumor,GPC3,CD81,1,0.6426065,0.659184401,338,313,1
CD8.TPEX,normal,HLA-C,CD8A,0.951747967,9.106257045,7.34273948,419,1293,1
CD8.TPEX,tumor,TIGIT,NECTIN2,1,1.124199802,0.66783258,338,313,1
CD8.TPEX,tumor,NECTIN2,TIGIT,1,1.124199802,0.66783258,338,313,1
IFN-stimulated,normal,CD24,SIGLEC10,3.50E-186,0.255071392,0.492507164,419,1293,1.40E-183
IFN-stimulated,normal,LAMB3,CD44,4.55E-157,0.271846474,1.360859687,419,1293,5.60E-155
IFN-stimulated,tumor,GPC3,FLT1,5.39E-126,0.117024751,0,338,313,2.39E-124
IFN-stimulated,tumor,SERPINE1,PLAUR,4.99E-115,0.055664346,1.627746651,338,313,4.41E-114
IFN-stimulated,tumor,MDK,LRP1,4.99E-115,0.623979231,1.006227779,338,313,4.41E-114
IFN-stimulated,tumor,HMGB1,SDC1,4.99E-115,1.488842871,2.342101508,338,313,4.41E-114
IFN-stimulated,tumor,BMP7,ACTR2,4.99E-115,0.098424037,0.80544303,338,313,4.41E-114
IFN-stimulated,tumor,TGFB1,ITGB8,4.99E-115,0.472204893,0,338,313,4.41E-114
IFN-stimulated,tumor,CD24,SIGLEC10,4.99E-115,0.323689614,2.903669033,338,313,4.41E-114
IFN-stimulated,tumor,VCAN,EGFR,4.99E-115,0.201440716,1.433981225,338,313,4.41E-114
IFN-stimulated,tumor,NTS,SORT1,4.99E-115,0.106448995,1.211914686,338,313,4.41E-114
IFN-stimulated,tumor,MDK,NCL,4.99E-115,0.988289908,2.116001377,338,313,4.41E-114
IFN-stimulated,tumor,IL1B,IL1R2_IL1RAP,4.99E-115,0.436911924,0.362555536,338,313,4.41E-114
IFN-stimulated,tumor,BMP7,ACVR1B,4.99E-115,0.013939316,0.088250213,338,313,4.41E-114
IFN-stimulated,tumor,APOE,VLDLR,4.99E-115,0.535253703,0,338,313,4.41E-114
IFN-stimulated,tumor,APOC1,VLDLR,4.99E-115,0.826874576,0,338,313,4.41E-114
IFN-stimulated,tumor,CCL5,SDC1,4.99E-115,0.505167344,0.864310637,338,313,4.41E-114
IFN-stimulated,normal,TFPI,LRP1,3.03E-110,0.247337209,0.574634785,419,1293,2.56E-109
IFN-stimulated,normal,CXCL11,ACKR3,1.30E-105,0.147894272,0.012616341,419,1293,1.04E-104
IFN-stimulated,normal,LAMC2,CD44,1.22E-102,0.261681133,0.987090928,419,1293,9.59E-102
IFN-stimulated,normal,SFTPD,TLR4,1.74E-100,0.772612666,0.521926995,419,1293,1.34E-99
IFN-stimulated,normal,SFTPA1,TLR2,1.10E-85,1.079429417,0.182160931,419,1293,7.82E-85
IFN-stimulated,normal,LAMA5,CD44,5.59E-83,0.422821201,1.044676875,419,1293,3.04E-82
IFN-stimulated,normal,F11R,ITGAL_ITGB2,3.69E-74,1.068529917,0.861399271,419,1293,1.70E-73
IFN-stimulated,normal,C3,LRP1,2.82E-71,0.663038263,1.314745913,419,1293,1.27E-70
IFN-stimulated,normal,SFTPD,LY96,4.48E-66,0.703954818,0.537977822,419,1293,1.96E-65
IFN-stimulated,normal,TGM2,SDC4,9.70E-53,0.342662431,0.573504224,419,1293,3.95E-52
IFN-stimulated,normal,SFTPA2,CD93,7.66E-50,0.601143104,0.537718665,419,1293,3.05E-49
IFN-stimulated,normal,SFTPD,LAIR1,1.84E-49,0.876972203,0.135608421,419,1293,7.30E-49
IFN-stimulated,normal,CALR,ITGA3,2.44E-48,0.568796406,1.11852624,419,1293,9.62E-48
IFN-stimulated,tumor,FGF2,NRP1,8.15E-48,0.060393344,0,338,313,3.02E-47
IFN-stimulated,tumor,ADAM23,ITGA5,8.15E-48,0.217778401,0,338,313,3.02E-47
IFN-stimulated,tumor,FGF2,SDC3,8.15E-48,0.21650389,0,338,313,3.02E-47
IFN-stimulated,tumor,CXCL12,ITGA5,8.15E-48,0.040236675,0,338,313,3.02E-47
IFN-stimulated,normal,TIMP2,ITGA3,3.88E-38,0.377191348,0.758258844,419,1293,1.28E-37
IFN-stimulated,normal,SCGB3A2,MARCO,2.39E-37,0.835997643,0.183766418,419,1293,7.79E-37
IFN-stimulated,normal,GNAI2,CAV1,5.37E-36,1.391308584,0.934278816,419,1293,1.74E-35
IFN-stimulated,tumor,GRN,EGFR,8.16E-35,1.687515519,11.21804793,338,313,1.94E-34
IFN-stimulated,tumor,B2M,TFRC,8.16E-35,11.7635622,1.877816413,338,313,1.94E-34
IFN-stimulated,tumor,GNAI2,EGFR,8.16E-35,1.25018966,6.218996402,338,313,1.94E-34
IFN-stimulated,tumor,S100A4,EGFR,8.16E-35,0.682205614,1.834708023,338,313,1.94E-34
IFN-stimulated,tumor,CALM2,EGFR,8.16E-35,0.867186028,5.430219877,338,313,1.94E-34
IFN-stimulated,tumor,HSP90AA1,EGFR,8.16E-35,1.539050172,8.035595453,338,313,1.94E-34
IFN-stimulated,tumor,ICAM1,EGFR,8.16E-35,0.671394074,4.428689164,338,313,1.94E-34
IFN-stimulated,tumor,ANXA1,EGFR,8.16E-35,0.485153822,1.677061414,338,313,1.94E-34
IFN-stimulated,tumor,TGFB1,EGFR,8.16E-35,0.242459088,1.187090785,338,313,1.94E-34
IFN-stimulated,tumor,PTPN6,EGFR,8.16E-35,0.496446823,4.025713028,338,313,1.94E-34
IFN-stimulated,tumor,CALM3,EGFR,8.16E-35,0.512853378,3.476178896,338,313,1.94E-34
IFN-stimulated,tumor,RTN4,GJB2,8.16E-35,0.495087559,1.065625728,338,313,1.94E-34
IFN-stimulated,tumor,GSTP1,EGFR,8.16E-35,0.55838853,5.124659762,338,313,1.94E-34
IFN-stimulated,tumor,COL4A5,CD93,8.16E-35,0.10165307,0.348238765,338,313,1.94E-34
IFN-stimulated,tumor,COL4A5,CD44,8.16E-35,0.38172885,1.818907529,338,313,1.94E-34
IFN-stimulated,tumor,COL4A5,CD47,8.16E-35,0.301806806,0.985653384,338,313,1.94E-34
IFN-stimulated,tumor,LGALS9,SLC1A5,8.16E-35,1.037891932,2.116835154,338,313,1.94E-34
