source,target,ligand.complex,receptor.complex,aggregate_rank,mean_rank,sca.LRscore,sca.rank,natmi.edge_specificity,natmi.rank,connectome.weight_sc,connectome.rank
tumor_MPR,TAM_like_MRC1,LAMC1,ITGA3_ITGB1,0.26712341985196,17735,0.823267100426707,32599,0.0414442086745228,4830,0.884950158107854,15776
TAM_like_lipid (CCL18+/AKR+),Ciliated,CALM1,GRM7,0.267187104294267,21259,0.798500185056623,38411,0.0666964147868231,2235,0.689355455126678,23131
CD8.TEX,TAM_like_SPP1,HLA-A,LILRB2,0.267232507179122,17409.6666666667,0.935852293875485,4756,0.00821330041089735,34043,0.961194919896485,13430
TAM_like_M2 (SIGLEC8+/CCL18+),Ciliated,C3,CD81,0.267246352024597,24058,0.906239695920673,11818,0.00864384611630332,32604,0.593053630046203,27752
Ciliated,tumor_MPR,TGFA,EGFR_ERBB2,0.267269523085646,23608,0.712229656543169,54821,0.0615517579560982,2572,0.961191701123485,13431
TAM_like_MRC1,TAM_like_IFN (PD-L1+/IDO1+/CXCL9+),HMGB1,TLR2,0.267295535452244,24223.3333333333,0.875356340546657,19684,0.00864342985261191,32606,0.754775234944382,20380
TAM_like_resident_M2 (iron metabolism/anti-inflammatory),CD8.TEMRA,ADAM28,ITGA4,0.267295535452244,23159,0.823249053687975,32606,0.0173353239629186,15006,0.717194369206587,21865
TAM_like_regulatory (glucocorticoid-responsive),CD8.TPEX,HLA-B,CANX,0.267302952175204,41093.6666666667,0.949898988960283,2236,0.00318887863817659,58508,-0.0121006438787133,62537
CD8.TEMRA,CD8.TEX,HLA-B,CD8B,0.267344724913926,17940.3333333333,0.943098019952571,3381,0.0149541771048829,17832,0.499766141411117,32608
tumor_MPR,normal_MPR,PIGA,PIGR,0.267380583613063,19209.6666666667,0.795021258028877,39214,0.040600555165185,4981,0.960987898663211,13434
CD8.TPEX,TAM_like_M2 (SIGLEC8+/CCL18+),ARF6,PLD1,0.267393920410014,27669.6666666667,0.823227140080978,32610,0.0120240246940246,23280,0.605900724791118,27119
TAM_like_SPP1,TAM_like_M2 (SIGLEC8+/CCL18+),PDGFB,S1PR1,0.267417608057842,29348.3333333333,0.626151197061407,64583,0.0243756388334114,10027,0.960976763998306,13435
TAM_like_SPP1,CD8.TEMRA,LGALS1,CD69,0.267418520421077,24602.6666666667,0.916666357268115,9205,0.00883393128161233,31992,0.499650855392989,32611
CD8.CM,TAM_like_lipid (CCL18+/AKR+),TGFB1,ENG,0.267418520421077,18689.3333333333,0.823225229096532,32611,0.0154702981741567,17183,1.28333691488675,6274
TAM_like_SPP1,TAM_like_lipid (CCL18+/AKR+),HBEGF,CD44,0.26749232950689,19908.6666666667,0.922834455389034,7724,0.00864146870075825,32614,0.780272272387552,19388
TAM_like_MRC1,TAM_like_resident_M2 (iron metabolism/anti-inflammatory),ADAM17,ITGB1,0.267516935553191,25386.6666666667,0.901531821271172,13049,0.00864126307172339,32615,0.539650459272893,30496
TAM_like_lipid (CCL18+/AKR+),TAM_like_stress (HSP-high/M1-like),MMP9,IFNAR1,0.267516935553191,23295.3333333333,0.823192120356901,32615,0.0110652090005538,25639,1.02699642996939,11632
tumor_MPR,TAM_like_lipid (CCL18+/AKR+),PKM,CD44,0.267534638115068,19725,0.949897112240302,2238,0.00784702270186945,35442,0.727169888285895,21495
TAM_like_MRC1,TAM_like_M2 (SIGLEC8+/CCL18+),APP,LRP1,0.267541543108418,21836,0.872292718137306,20520,0.00864122928877772,32616,0.998709721657716,12372
CD8.CM,TAM_like_resident_M2 (iron metabolism/anti-inflammatory),FASLG,TNFRSF1A,0.267541543108418,28502.3333333333,0.823185520590699,32616,0.0122232825774273,22837,0.548375637835016,30054
TAM_like_MRC1,TAM_like_M2 (SIGLEC8+/CCL18+),TIMP1,CD63,0.267565727179358,21732.3333333333,0.900156822331423,13425,0.00712464259295712,38333,0.960899675240651,13439
TAM_like_M2 (SIGLEC8+/CCL18+),TAM_like_SPP1,CXCL12,DPP4,0.267602762294875,27795.6666666667,0.598640939208697,66729,0.0539265292203752,3218,0.960838358215996,13440
TAM_like_SPP1,TAM_like_regulatory (glucocorticoid-responsive),B2M,TFRC,0.267650476174087,34482.6666666667,0.94989453441474,2239,0.00472544292380243,49696,0.18783854020191,51513
CD8.TEMRA,TAM_like_SPP1,ANXA1,DYSF,0.26766460352005,25139,0.849077117028694,26375,0.0086396940250947,32621,0.865249561859997,16421
tumor_MPR,TAM_like_MRC1,ADAM17,ITGB1,0.267689220129801,25383.6666666667,0.901521169480225,13052,0.00863918968716273,32622,0.540023115983627,30477
TAM_like_stress (HSP-high/M1-like),TAM_like_SPP1,NAMPT,ITGA5_ITGB1,0.2677138382488,21959,0.900386062558486,13364,0.00863913670824207,32623,0.76758071171813,19890
TAM_like_regulatory (glucocorticoid-responsive),TAM_like_SPP1,GNAS,ADRB2,0.2677138382488,23085.6666666667,0.886512138823061,16920,0.0137644798047714,19714,0.4995286507744,32623
normal_MPR,tumor_MPR,LTF,BTN3A2,0.267738457877095,25218.3333333333,0.823938634352976,32439,0.0233073981574045,10592,0.499526965302951,32624
TAM_like_MRC1,CD8.CM,HLA-B,CD3D,0.267766310959227,25454.3333333333,0.949889448104945,2240,0.0107019034006676,26564,0.251594573706402,47559
