source,target,ligand,receptor,p_value,median_MPR,median_NMPR,n_MPR,n_NMPR,p_adj
CD8.TEX,Regulatory,CCL5,SDC4,0.137279819351992,0.466100620532627,1.95004696406927,3,7,1
Regulatory,CD8.TEX,HLA-B,KLRD1,0.666666666666667,2.57031343393527,4.01328884560559,3,7,1
Regulatory,CD8.TEX,HLA-A,CD3G,0.383333333333333,7.11907797982578,7.33933418284903,3,7,1
Regulatory,CD8.TEX,HLA-A,CD3D,1,6.66686527751437,6.73924544634372,3,7,1
Regulatory,CD8.TEX,HLA-C,CD3G,0.666666666666667,7.1777652947958,7.43556335021837,3,7,1
Regulatory,CD8.TEX,HLA-C,CD3D,0.833333333333333,6.63739054765437,6.32731886478646,3,7,1
CD8.TPEX,Ciliated,SEMA4D,PLXNB1,1,0.497848014287766,0.459922878974217,3,5,1
IFN-stimulated,CD8.TPEX,HLA-F,CD8A,0.727272727272727,3.71588433089582,3.12951746455366,3,9,1
Regulatory,CD8.TPEX,HLA-F,CD8A,0.383333333333333,3.73540998834326,2.98647865806463,3,7,1
Resident M2,CD8.TEX,HLA-E,CD8B,0.833333333333333,2.445784638404,2.67199470491966,3,7,1
Resident M2,CD8.TPEX,LGALS3,LAG3,0.360475232200422,0,2.27888129699151,3,7,1
Regulatory,CD8.TEX,HLA-E,CD8B,0.666666666666667,2.23416072009293,2.61566429403455,3,7,1
CD8.TPEX,Resident M2,CCL5,CCR1,0.183333333333333,4.00391765667643,1.80888245576852,3,7,1
IFN-stimulated,CD8.TPEX,HLA-B,KLRD1,0.863636363636364,3.5145109199011,3.16337658961956,3,9,1
Resident M2,CD8.TPEX,HLA-B,KLRD1,0.833333333333333,3.29022545241764,3.06936251294496,3,7,1
Regulatory,CD8.TEX,B2M,KLRD1,0.666666666666667,3.81046185615724,4.72098482479938,3,7,1
Resident M2,CD8.TEX,B2M,CD247,1,2.17499748309631,2.29658333288761,3,7,1
Regulatory,CD8.TPEX,HLA-B,KLRD1,0.833333333333333,3.12475798871608,2.82965266975971,3,7,1
IFN-stimulated,CD8.TEX,B2M,CD247,0.727272727272727,2.2619619470996,2.41039787378352,3,9,1
CD8.TEX,MRC1+ M2-like,CCL5,SDC4,0.372727272727273,1.54196540111393,1.77130613793608,3,9,1
MRC1+ M2-like,CD8.TEX,HLA-A,CD3G,0.6,7.37656258903723,7.54818201707385,3,9,1
MRC1+ M2-like,CD8.TEX,HLA-A,CD3D,0.727272727272727,6.64797757689982,6.61702174542525,3,9,1
SPP1+ immunosuppressive,CD8.TEX,HLA-C,CD3G,0.266666666666667,8.03477669522884,7.60583441906896,3,7,1
SPP1+ immunosuppressive,CD8.TEX,HLA-C,CD3D,0.116666666666667,7.1322540046725,5.9236557815037,3,7,1
SPP1+ immunosuppressive,CD8.TEX,HLA-A,CD3G,0.516666666666667,7.58761908831276,7.45918247665346,3,7,1
Regulatory,CD8.TPEX,HLA-E,CD8A,0.266666666666667,7.69842841182808,6.73268329200836,3,7,1
MRC1+ M2-like,CD8.TEX,HLA-B,CD3G,0.209090909090909,6.62192093128392,7.1776111277353,3,9,1
CD8.TEX,Regulatory,GZMB,IGF2R,0.266666666666667,0.905361646217966,1.74244844759292,3,7,1
SPP1+ immunosuppressive,CD8.TEX,HLA-A,CD3D,0.116666666666667,7.0672309803053,5.62951687888197,3,7,1
MRC1+ M2-like,CD8.TEX,HLA-B,CD3D,0.727272727272727,6.36370272101284,7.02838799950724,3,9,1
CD8.TEX,Ciliated,SEMA4D,PLXNB1,0.368227133821696,0.291197476180881,0.229681110855049,3,5,1
Resident M2,CD8.TEX,HLA-E,KLRC1_KLRD1,0.516666666666667,1.51056238383963,1.65377825406916,3,7,1
Resident M2,CD8.TPEX,B2M,KLRD1,0.833333333333333,4.53135998638142,3.93043184696752,3,7,1
MRC1+ M2-like,CD8.TEX,B2M,KLRD1,0.6,3.50876648578781,5.57406898599064,3,9,1
IFN-stimulated,CD8.TPEX,B2M,KLRD1,0.863636363636364,4.73516649083658,3.97451683392659,3,9,1
SPP1+ immunosuppressive,CD8.TEX,HLA-B,CD3G,1,6.94604171428969,6.6299778637474,3,7,1
SPP1+ immunosuppressive,CD8.TEX,HLA-B,CD3D,0.666666666666667,6.14521229386683,5.59648187776527,3,7,1
MRC1+ M2-like,CD8.TPEX,LPL,CD44,0.781138061908823,1.02493533789967,1.16904311679855,3,9,1
MRC1+ M2-like,CD8.TPEX,CD59,CD2,0.6,2.33045693146584,2.51049658349656,3,9,1
Regulatory,CD8.TEX,HLA-E,KLRC1_KLRD1,0.833333333333333,1.29987054403565,1.82874941932118,3,7,1
Resident M2,CD8.TPEX,HLA-A,CD3G,1,5.57955137787725,5.53045839543499,3,7,1
Resident M2,CD8.TEX,HLA-E,KLRC2_KLRD1,0.516666666666667,1.65978537380253,2.14724651352486,3,7,1
IFN-stimulated,CD8.TPEX,HLA-B,CD3G,0.863636363636364,5.26732854937727,5.25063218566798,3,9,1
Ciliated,CD8.TPEX,COL21A1,ITGA1_ITGB1,0.880791022511061,0.186191111041469,0.143554904463661,3,5,1
Resident M2,CD8.TPEX,HLA-B,CD3G,0.666666666666667,4.93118355708364,5.7117108716193,3,7,1
Regulatory,CD8.TPEX,B2M,KLRD1,0.833333333333333,4.22704893748745,3.32862842105572,3,7,1
IFN-stimulated,CD8.TPEX,HLA-A,CD3G,0.863636363636364,5.79586843147613,5.64459072858043,3,9,1
Regulatory,CD8.TPEX,HLA-B,CD3G,0.833333333333333,4.68319130000657,5.68833304203035,3,7,1
Resident M2,CD8.TPEX,HLA-A,CD3D,0.423622490369026,7.25046718333705,5.44373180953109,3,7,1
IFN-stimulated,CD8.TPEX,HLA-C,CD3G,0.863636363636364,6.07676398392913,5.66318587833858,3,9,1
MRC1+ M2-like,CD8.TEX,HLA-E,CD8B,0.481818181818182,2.35682063959369,2.5255104491816,3,9,1
IFN-stimulated,CD8.TEX,LGALS3,LAG3,1,1.65734777814914,1.59765754679757,3,9,1
Resident M2,CD8.TPEX,HLA-B,CD3D,0.56763538459492,6.40793177340516,4.7824166229067,3,7,1
Regulatory,CD8.TEX,HLA-E,KLRC2_KLRD1,0.666666666666667,1.61795323977995,1.76450315090939,3,7,1
SPP1+ immunosuppressive,CD8.TEX,TNF,ICOS,1,0.117194746004304,0.243406301977243,3,7,1
IFN-stimulated,CD8.TEX,HLA-E,KLRC1_KLRD1,0.6,1.25045164970034,1.76386040871786,3,9,1
Ciliated,CD8.TEX,COL21A1,ITGA2_ITGB1,0.785714285714286,0.157707625293527,0.143268298539432,3,5,1
Regulatory,CD8.TPEX,HLA-B,CD3D,0.56763538459492,6.08567293933685,4.74706507421514,3,7,1
Resident M2,CD8.TPEX,HLA-C,CD3G,0.833333333333333,5.67349001384787,5.65410302923607,3,7,1
Ciliated,CD8.TPEX,COL28A1,ITGA1_ITGB1,0.785714285714286,0.230728468369056,0.289710971432832,3,5,1
Ciliated,CD8.TPEX,LGALS3,LAG3,0.368227133821696,0,1.49719943409634,3,5,1
Resident M2,CD8.TPEX,B2M,CD3G,1,6.79131815713474,7.07565964767891,3,7,1
CD8.TEX,MRC1+ M2-like,GZMB,IGF2R,0.209090909090909,1.09284449339002,1.71172455552494,3,9,1
Resident M2,CD8.TPEX,HLA-C,CD3D,0.423622490369026,7.37253774980821,5.30661897389983,3,7,1
IFN-stimulated,CD8.TPEX,B2M,CD3G,1,7.0967705640078,6.88597463099469,3,9,1
MRC1+ M2-like,CD8.TEX,HLA-B,KLRD1,0.6,2.52552180388469,4.36898929831347,3,9,1
CD8.TEX,Resident M2,SIRPG,CD47,0.383333333333333,0.957823305205574,1.10767427255276,3,7,1
Resident M2,CD8.TEX,CD47,SIRPG,0.383333333333333,0.957823305205574,1.10767427255276,3,7,1
Regulatory,CD8.TPEX,HLA-A,CD3G,0.833333333333333,4.92339011511494,5.41500299294071,3,7,1
SPP1+ immunosuppressive,CD8.TEX,HLA-E,KLRC1_KLRD1,0.516666666666667,1.47092025407557,1.91107655410058,3,7,1
CD8.TPEX,Regulatory,GZMB,IGF2R,0.465758969401827,0,1.23359795681052,3,7,1
Ciliated,CD8.TEX,COL28A1,ITGA2_ITGB1,1,0.329669875682345,0.382675036543703,3,5,1
Regulatory,CD8.TPEX,HLA-C,CD3G,0.833333333333333,5.18096009715696,5.8149288305584,3,7,1
MRC1+ M2-like,CD8.TEX,HLA-DRB3,LAG3,1,1.1950028291609,1.30701017263314,3,9,1
MRC1+ M2-like,CD8.TPEX,HLA-E,CD8A,0.863636363636364,7.21142396324995,7.10890379768242,3,9,1
CD8.TPEX,Ciliated,COL6A3,ITGAV_ITGB8,1,0,0,3,5,1
IFN-stimulated,CD8.TEX,HLA-E,KLRC2_KLRD1,0.727272727272727,1.24792952671902,1.74034212221981,3,9,1
Regulatory,CD8.TPEX,HLA-A,CD3D,0.731656788769528,6.39780441881831,5.34638865979597,3,7,1
Resident M2,CD8.TEX,CD59,CD2,0.183333333333333,4.07662495295839,1.92901861019224,3,7,1
SPP1+ immunosuppressive,CD8.TEX,B2M,KLRD1,0.383333333333333,3.53950904278855,5.54859948902088,3,7,1
Regulatory,CD8.TPEX,HLA-C,CD3D,0.56763538459492,6.73250923211441,5.02276175569116,3,7,1
SPP1+ immunosuppressive,CD8.TPEX,CD59,CD2,0.666666666666667,2.1836413413511,2.35684151924764,3,7,1
Resident M2,CD8.TPEX,HLA-A,CD8B,0.817520602641764,2.36338870776219,2.13901296683716,3,7,1
IFN-stimulated,CD8.TPEX,HLA-B,CD8B,0.852282594797826,2.2311372313965,2.13472276001863,3,9,1
CD8.TPEX,Resident M2,CRTAM,CADM1,1,0,0,3,7,1
Resident M2,CD8.TPEX,CADM1,CRTAM,1,0,0,3,7,1
Regulatory,CD8.TPEX,B2M,CD3G,1,6.33523584233707,6.88713322558021,3,7,1
Resident M2,CD8.TPEX,HLA-B,CD8B,0.817520602641764,2.08875279487935,1.91952480704893,3,7,1
SPP1+ immunosuppressive,CD8.TEX,HLA-E,KLRC2_KLRD1,0.666666666666667,1.83085938939028,2.22981664879463,3,7,1
IFN-stimulated,CD8.TPEX,HLA-C,CD8B,0.852282594797826,2.57399823152413,2.19802790308174,3,9,1
Regulatory,CD8.TEX,CD72,CD5,1,0.134903320715517,0.168470594481284,3,7,1
SPP1+ immunosuppressive,CD8.TEX,ICAM4,ITGAL,0.817520602641764,0.0468864918731564,0.110025092745734,3,7,1
Resident M2,CD8.TPEX,HLA-E,KLRC1_KLRD1,1,1.06243488564991,1.69577154374783,3,7,1
Regulatory,CD8.TPEX,HLA-B,CD8B,1,1.98370813083839,2.55497678550503,3,7,1
IFN-stimulated,CD8.TPEX,HLA-A,CD8B,0.852282594797826,2.45501637585734,2.33732497265212,3,9,1
MRC1+ M2-like,CD8.TPEX,B2M,KLRD1,0.863636363636364,4.50238467245148,4.03810840011754,3,9,1
Ciliated,CD8.TPEX,ALCAM,CD6,0.0357700822324908,0,1.34721704031597,3,5,1
Resident M2,CD8.TPEX,HLA-C,CD8B,1,2.40317927450126,2.4290622520019,3,7,1
Regulatory,CD8.TEX,CD59,CD2,0.383333333333333,2.41855018901601,1.39407254784025,3,7,1
Regulatory,CD8.TEX,B2M,CD247,0.833333333333333,2.08501731599059,2.17022349160345,3,7,1
Regulatory,CD8.TPEX,HLA-E,KLRC1_KLRD1,1,1.09292834456579,1.03391178895967,3,7,1
SPP1+ immunosuppressive,CD8.TEX,HLA-B,KLRD1,0.516666666666667,2.44546293955282,4.26332928518204,3,7,1
IFN-stimulated,CD8.TPEX,CD274,PDCD1,0.258763117768986,0,0.299131974988248,3,9,1
CD8.TPEX,MRC1+ M2-like,GZMB,IGF2R,0.258763117768986,0,1.41856045668279,3,9,1
CD8.TPEX,Regulatory,CCL5,SDC4,0.137279819351992,0.247803477383771,0.90589777521654,3,7,1
MRC1+ M2-like,CD8.TEX,LPL,CD44,0.6,1.13412326606539,0.980554491497081,3,9,1
MRC1+ M2-like,CD8.TPEX,B2M,CD3G,1,6.74789177384308,6.73672616466979,3,9,1
CD8.TPEX,IFN-stimulated,GZMB,IGF2R,0.346653869561657,0,1.7659435955698,3,9,1
Resident M2,CD8.TPEX,CD59,CD2,0.183333333333333,3.45616977145748,1.34657910086624,3,7,1
Resident M2,CD8.TPEX,LGALS1,CD69,0.666666666666667,1.22894102610712,2.49245782767668,3,7,1
MRC1+ M2-like,CD8.TEX,HLA-A,CD8B,0.481818181818182,3.42974993974138,3.78154438947397,3,9,1
MRC1+ M2-like,CD8.TPEX,HLA-DRB3,LAG3,0.351835987518778,0,2.10452028526248,3,9,1
IFN-stimulated,CD8.TPEX,LGALS3,LAG3,0.351835987518778,0,1.75647335168134,3,9,1
SPP1+ immunosuppressive,CD8.TEX,CCL3,CCR5,0.833333333333333,0.755463785911184,1.20404502194081,3,7,1
MRC1+ M2-like,CD8.TEX,HLA-C,CD8B,1,3.88020230548187,3.55406407793401,3,9,1
SPP1+ immunosuppressive,CD8.TEX,HLA-DQB2,LAG3,0.906401030936753,0.0364671582552299,0.0915110498312428,3,7,1
CD8.TPEX,MRC1+ M2-like,CCL5,CCR1,1,2.29999158709538,2.27387313566054,3,9,1
SPP1+ immunosuppressive,CD8.TPEX,LGALS1,CD69,0.516666666666667,0.810151189704846,1.89350922929018,3,7,1
Regulatory,CD8.TPEX,CD59,CD2,0.516666666666667,2.50375788078665,1.32342419704554,3,7,1
Resident M2,CD8.TPEX,HLA-E,CD8B,0.817520602641764,1.50576283112152,1.45048835370845,3,7,1
SPP1+ immunosuppressive,CD8.TEX,CCL4,CCR5,0.833333333333333,0.698816634303177,1.04603495641491,3,7,1
SPP1+ immunosuppressive,CD8.TEX,HLA-A,CD8B,1,3.64604644772943,3.02504295710638,3,7,1
MRC1+ M2-like,CD8.TPEX,HLA-A,CD3G,1,5.32445334423128,5.19673032126326,3,9,1
MRC1+ M2-like,CD8.TPEX,HLA-C,CD3G,1,5.63971105559856,5.68201094862968,3,9,1
Regulatory,CD8.TPEX,HLA-E,CD8B,1,1.54898046040689,1.89837204206435,3,7,1
Resident M2,CD8.TEX,CXCL16,CXCR6,0.833333333333333,1.37612992505297,1.4662250936909,3,7,1
Regulatory,CD8.TPEX,S100A8,CD69,0.666666666666667,1.90957607194186,2.42878969211984,3,7,1
MRC1+ M2-like,CD8.TEX,HLA-B,CD8B,0.481818181818182,3.28309004828263,3.41849483656726,3,9,1
Regulatory,CD8.TEX,CXCL16,CXCR6,1,1.08516425526455,0.961670211767662,3,7,1
IFN-stimulated,CD8.TEX,HLA-DRB5,LAG3,0.576420822910323,0.0684570613337058,0.417865127886541,3,9,1
Resident M2,CD8.TEX,SNCA,LAG3,0.906401030936753,0.212565635421516,0.0815319138111985,3,7,1
SPP1+ immunosuppressive,CD8.TEX,HLA-C,CD8B,0.833333333333333,3.67959239630184,2.95132768340441,3,7,1
MRC1+ M2-like,CD8.TPEX,HLA-B,KLRD1,1,3.18918324440259,3.09607793988581,3,9,1
CD8.TEX,SPP1+ immunosuppressive,CCL5,CCRL2,0.666666666666667,0.964083587106386,1.27128346423282,3,7,1
MRC1+ M2-like,CD8.TEX,HLA-E,KLRC1_KLRD1,0.281818181818182,1.16701118703398,1.83817551640863,3,9,1
Resident M2,CD8.TEX,B2M,KLRC1,0.516666666666667,1.00230712924752,1.47659454897117,3,7,1
Regulatory,CD8.TEX,CD48,CD2,0.647505768426638,2.01503495470307,1.4824240463098,3,7,1
Resident M2,CD8.TEX,LGALS1,CD69,0.516666666666667,5.52994216831303,2.79668840956159,3,7,1
IFN-stimulated,CD8.TEX,CD80,CTLA4,0.209090909090909,0.153540458346651,0.295250919360248,3,9,1
IFN-stimulated,CD8.TEX,B2M,KLRC1,0.6,0.918854045366892,1.49315650805601,3,9,1
CD8.TPEX,MRC1+ M2-like,CCL5,SDC4,0.863636363636364,0.819789486580925,0.813162763039313,3,9,1
SPP1+ immunosuppressive,CD8.TPEX,HLA-F,CD8A,0.183333333333333,4.25105668985713,2.06514262421538,3,7,1
SPP1+ immunosuppressive,CD8.TPEX,HLA-A,CD3G,1,5.47679536937175,5.31664354611799,3,7,1
IFN-stimulated,CD8.TEX,FN1,ITGA4_ITGB1,0.64332106041747,0.983525635517126,0.73881322244277,3,9,1
MRC1+ M2-like,CD8.TPEX,HLA-F,CD8A,0.481818181818182,2.76518864580466,2.53258496503341,3,9,1
SPP1+ immunosuppressive,CD8.TPEX,B2M,KLRD1,0.833333333333333,4.46640407126021,3.78616189729857,3,7,1
CD8.TPEX,Regulatory,CCL5,CCRL2,0.647505768426638,0.833064029836715,0.773414002798976,3,7,1
MRC1+ M2-like,CD8.TEX,HLA-E,KLRC2_KLRD1,0.372727272727273,1.38177928060218,1.86310310562381,3,9,1
SPP1+ immunosuppressive,CD8.TEX,CCL8,CCR5,0.3035889878769,0.153046156569133,0.441650965571719,3,7,1
MRC1+ M2-like,CD8.TPEX,HLA-B,CD3G,0.863636363636364,4.77974783271127,5.13892861629101,3,9,1
MRC1+ M2-like,CD8.TPEX,HLA-A,CD3D,0.516800901648696,6.91897459617001,4.96061078935899,3,9,1
SPP1+ immunosuppressive,CD8.TPEX,HLA-C,CD3G,0.833333333333333,5.79955678931566,5.44552211750388,3,7,1
MRC1+ M2-like,CD8.TPEX,HLA-C,CD3D,0.516800901648696,7.3286429611976,4.72469584041371,3,9,1
SPP1+ immunosuppressive,CD8.TEX,LGALS1,CD69,0.833333333333333,2.88395885874825,2.11486225825507,3,7,1
IFN-stimulated,CD8.TEX,PDCD1LG2,PDCD1,0.863636363636364,0.111666222012327,0.186701006470077,3,9,1
CD8.TPEX,Ciliated,SEMA4D,ERBB2,0.759981527157728,0.407138801269255,0.103479799147533,3,5,1
IFN-stimulated,CD8.TPEX,HLA-E,KLRC1_KLRD1,0.863636363636364,1.25115371933813,1.56188465672637,3,9,1
Resident M2,CD8.TPEX,IL18,IL18R1_IL18RAP,0.239677723218463,0,0.215125249413188,3,7,1
MRC1+ M2-like,CD8.TEX,S100A4,CCR5,0.481818181818182,1.04971881726252,1.00994809582971,3,9,1
SPP1+ immunosuppressive,CD8.TPEX,B2M,CD3G,1,6.69396630535034,6.76176811186349,3,7,1
SPP1+ immunosuppressive,CD8.TEX,HLA-B,CD8B,1,3.17036892059081,2.71202554277152,3,7,1
CD8.TPEX,Resident M2,TNFSF14,TNFRSF14,0.166232763440515,0.754359485915277,0.267264831342895,3,7,1
Ciliated,CD8.TPEX,IL7,IL2RG_IL7R,0.453355504597787,0.275001591221821,0.457911289459676,3,5,1
IFN-stimulated,CD8.TPEX,SPP1,PTGER4,0.187657914818449,0,0.293775689038669,3,9,1
SPP1+ immunosuppressive,CD8.TPEX,HLA-B,KLRD1,0.833333333333333,3.34528305004075,2.97385120632219,3,7,1
CD8.TEX,Resident M2,CSF1,CSF3R,0.183333333333333,0.567177595956159,0.83354530126191,3,7,1
Ciliated,CD8.TEX,HLA-DRB1,LAG3,1,1.71846636347232,1.68671571876798,3,5,1
CD8.TPEX,IFN-stimulated,LTB,CD40,0.187657914818449,0,0.206839328275831,3,9,1
SPP1+ immunosuppressive,CD8.TPEX,HLA-A,CD3D,0.516666666666667,7.11693869383987,5.11076225106555,3,7,1
SPP1+ immunosuppressive,CD8.TEX,CCL2,CCR5,1,0.333195815878125,0.645995356168401,3,7,1
Regulatory,CD8.TPEX,CD48,CD2,0.819168181753721,1.46525588241445,1.03482736186947,3,7,1
IFN-stimulated,CD8.TPEX,HLA-DRB5,LAG3,0.132128998813756,0,0.573989343978477,3,9,1
SPP1+ immunosuppressive,CD8.TEX,ICOSLG,CTLA4,0.20861520593346,0.0490256511446412,0.20111668931853,3,7,1
CD8.TEX,IFN-stimulated,CCL5,SDC4,0.863636363636364,1.86524577686103,1.71573405769317,3,9,1
Regulatory,CD8.TEX,SECTM1,CD7,0.819168181753721,0.278270280201793,0.457458110539986,3,7,1
Regulatory,CD8.TEX,S100A8,CD69,0.383333333333333,2.02175864907504,2.33284105457597,3,7,1
Regulatory,CD8.TPEX,HLA-C,CD8B,1,2.19455324625861,2.70336291672495,3,7,1
SPP1+ immunosuppressive,CD8.TPEX,TNF,NOTCH1,0.465758969401827,0,0.0208978955107779,3,7,1
CD8.TEX,Regulatory,HLA-A,APLP2,0.116666666666667,7.20126680820842,10.0223758668259,3,7,1
IFN-stimulated,CD8.TEX,CXCL10,DPP4,1,0.10685499359267,0.102358615597234,3,9,1
IFN-stimulated,CD8.TEX,CXCL11,CCR5,0.372727272727273,0.396955134735306,0.215832591404447,3,9,1
SPP1+ immunosuppressive,CD8.TPEX,CCL13,CCR5,0.607564832812376,0,0,3,7,1
Regulatory,CD8.TPEX,HLA-A,CD8B,1,2.08545164546858,2.85262333309295,3,7,1
MRC1+ M2-like,CD8.TPEX,HLA-B,CD3D,0.781138061908823,6.2111453876215,4.44548662783994,3,9,1
SPP1+ immunosuppressive,CD8.TPEX,HLA-C,CD3D,0.516666666666667,7.53635791321104,4.8294531937814,3,7,1
SPP1+ immunosuppressive,CD8.TPEX,HLA-B,CD3G,1,5.01370043138843,5.48506986870595,3,7,1
CD8.TPEX,IFN-stimulated,CCL5,CCRL2,0.0636363636363636,1.50445500186551,0.918585183312814,3,9,1
IFN-stimulated,CD8.TEX,SPP1,ITGA4_ITGB1,0.516800901648696,0.579988907573238,0.689534309820968,3,9,1
CD8.TEX,IFN-stimulated,SIRPG,CD47,0.863636363636364,0.963045765733338,1.0512463349082,3,9,1
IFN-stimulated,CD8.TEX,CD47,SIRPG,0.863636363636364,0.963045765733338,1.0512463349082,3,9,1
Regulatory,CD8.TPEX,CD72,CD5,0.346892368934226,0,0.134268657414514,3,7,1
CD8.TPEX,Ciliated,CALM1,INSR,0.230243350577407,1.60174910328601,1.00629645944874,3,5,1
SPP1+ immunosuppressive,CD8.TPEX,TNFSF9,TNFRSF9,0.157870586500368,0,0.17934571873602,3,7,1
Ciliated,CD8.TEX,FSTL1,DIP2A,0.785714285714286,0.0511013276490684,0.0732729634802954,3,5,1
Resident M2,CD8.TPEX,LGALS9,PTPRC,0.516666666666667,4.45510835466263,3.36261660869869,3,7,1
IFN-stimulated,CD8.TEX,GNAI2,CCR5,1,1.0981704570996,1.27238612305712,3,9,1
IFN-stimulated,CD8.TEX,CXCL9,DPP4,0.578434757716771,0.154089845690973,0.0569925880109763,3,9,1
IFN-stimulated,CD8.TPEX,HLA-E,CD8B,0.852282594797826,1.77322939226187,1.75511917643058,3,9,1
Resident M2,CD8.TEX,GNAI2,CCR5,0.833333333333333,0.90619305934018,1.13207111067405,3,7,1
CD8.TEX,Ciliated,CALM3,MYLK,0.571428571428571,0.290686432337827,0.260152477417567,3,5,1
Regulatory,CD8.TEX,B2M,KLRC1,0.833333333333333,0.960841443111391,1.02476393405987,3,7,1
IFN-stimulated,CD8.TPEX,CD80,CTLA4,0.0625935116511455,0,0.288762815711996,3,9,1
CD8.TEX,SPP1+ immunosuppressive,ENTPD1,TMIGD3,1,0.125262942364463,0.0831978333325112,3,7,1
SPP1+ immunosuppressive,CD8.TEX,GNAI2,CCR5,0.833333333333333,0.989290945893351,1.20626182751476,3,7,1
CD8.TPEX,SPP1+ immunosuppressive,FASLG,TNFRSF1A,0.488808409149915,0,0.416399025586575,3,7,1
Resident M2,CD8.TEX,HLA-F,CD8B,1,1.16019914709606,1.11949817163067,3,7,1
CD8.TEX,Resident M2,HLA-A,APLP2,0.833333333333333,8.12076526016812,6.60863563350032,3,7,1
CD8.TPEX,Ciliated,CALM3,MYLK,0.785714285714286,0.579064296710044,0.274617469504249,3,5,1
SPP1+ immunosuppressive,CD8.TPEX,HLA-E,KLRC1_KLRD1,1,1.34887763715194,1.79347207397372,3,7,1
SPP1+ immunosuppressive,CD8.TPEX,HLA-DQB2,LAG3,0.261993721200727,0,0,3,7,1
CD8.TEX,Ciliated,SEMA4D,ERBB2,0.368227133821696,0.223997220121283,0.140275240353374,3,5,1
CD8.TEX,Regulatory,CD52,SIGLEC10,0.0396348104592012,0,1.2565010338884,3,7,1
MRC1+ M2-like,CD8.TEX,GNAI2,CCR5,1,0.935576718405164,1.23971555748108,3,9,1
Ciliated,CD8.TEX,HLA-E,CD8A,0.571428571428571,6.62423613996877,6.27039648103738,3,5,1
Resident M2,CD8.TEX,LGALS9,PTPRC,0.516666666666667,3.62714297889005,3.43614505076532,3,7,1
MRC1+ M2-like,CD8.TPEX,ALCAM,CD6,0.0405330851672276,0,0.311844148094317,3,9,1
MRC1+ M2-like,CD8.TEX,SNCA,LAG3,0.6,0.0461361219646105,0.134391009658737,3,9,1
SPP1+ immunosuppressive,CD8.TEX,ICAM4,ITGA4,1,0.021754642783113,0.0515145213769284,3,7,1
CD8.TEX,MRC1+ M2-like,CD96,PVR,0.456376199295998,0.180344035930902,0.111251858856856,3,9,1
CD8.TPEX,Regulatory,FASLG,TNFRSF1A,0.166232763440515,0,0.685782513086901,3,7,1
Ciliated,CD8.TEX,SLPI,PLSCR1,1,0.888425369784635,0.706405499414656,3,5,1
Resident M2,CD8.TEX,B2M,KLRC2,0.833333333333333,0.47181890164524,1.2328858048468,3,7,1
IFN-stimulated,CD8.TEX,B2M,KLRC2,1,0.493039851066427,1.24671424832194,3,9,1
SPP1+ immunosuppressive,CD8.TPEX,TNF,TNFRSF1B,0.166232763440515,0,0.601958775164129,3,7,1
IFN-stimulated,CD8.TEX,S100A4,CCR5,1,0.59427423568831,1.13925077763112,3,9,1
CD8.TPEX,Regulatory,HLA-A,APLP2,0.116666666666667,7.91880018393621,9.79866641352425,3,7,1
SPP1+ immunosuppressive,CD8.TPEX,HLA-B,CD3D,0.666666666666667,6.51516008778015,4.44260764199793,3,7,1
CD8.TPEX,SPP1+ immunosuppressive,COL6A3,ITGA9_ITGB1,0.465758969401827,0,0.039848422218527,3,7,1
SPP1+ immunosuppressive,CD8.TPEX,ICAM4,ITGAL,1,0.0346363429539853,0.0937502431039827,3,7,1
CD8.TEX,IFN-stimulated,TNFSF9,HLA-DPA1,0.863636363636364,0.733172825057154,0.683254106500272,3,9,1
SPP1+ immunosuppressive,CD8.TEX,CD80,CTLA4,0.0396348104592012,0,0.238234947581462,3,7,1
CD8.TEX,Regulatory,CSF1,CSF3R,0.833333333333333,0.58164244026495,0.678659016474273,3,7,1
Ciliated,CD8.TPEX,PIP,NPTN,0.359396770820519,0,0.164337152331054,3,5,1
CD8.TEX,Resident M2,CCL4,CCR1,0.183333333333333,4.1114215268201,2.26149462071263,3,7,1
MRC1+ M2-like,CD8.TPEX,LGALS1,PTPRC,0.481818181818182,4.34054222683843,4.91130714388656,3,9,1
SPP1+ immunosuppressive,CD8.TPEX,ICOSLG,CTLA4,0.0649095140443013,0,0.157826559800088,3,7,1
IFN-stimulated,CD8.TEX,FN1,ITGA4_ITGB7,0.64332106041747,0.715180517962213,0.529543923099492,3,9,1
MRC1+ M2-like,CD8.TPEX,LGALS9,PTPRC,0.145454545454545,5.15204744701296,3.21689996417526,3,9,1
Regulatory,CD8.TEX,B2M,KLRC2,0.833333333333333,0.440133115197202,1.14561061662626,3,7,1
CD8.TEX,MRC1+ M2-like,TIGIT,PVR,0.263891390522455,0.1757088584958,0.0964864009234604,3,9,1
CD8.TEX,SPP1+ immunosuppressive,FASLG,TNFRSF1A,0.383333333333333,0.220146687866595,0.510572543671051,3,7,1
CD8.TEX,SPP1+ immunosuppressive,GZMB,IGF2R,0.666666666666667,0.990134802111382,0.875882860638112,3,7,1
Resident M2,CD8.TPEX,SNCA,LAG3,0.465758969401827,0,0.0496631521750825,3,7,1
Ciliated,CD8.TEX,HLA-DRA,LAG3,1,1.78188954781795,1.94616738396971,3,5,1
CD8.TEX,IFN-stimulated,CCL5,CCR5,0.481818181818182,1.42276481944802,0.961396272933843,3,9,1
