source,target,ligand,receptor,p_value,median_MPR,median_nonMPR,n_MPR,n_nonMPR,p_adj
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,HLA-A,CD8B,0.809313857318156,4.51883745941176,4.1628586322378,7,36,0.982279990922697
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,HLA-C,CD8A,0.809313857318156,7.91955553419547,7.72774016198449,7,36,0.982279990922697
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.TEX,HLA-B,CD8B,0.797634939582248,4.73006706554427,4.18424063386218,10,39,0.982279990922697
Proliferating TAMs (cycling/MKI67+),CD8.TEX,SPP1,CD44,0.815613543264189,0,0.986421931904586,7,31,0.982279990922697
Proliferating TAMs (cycling/MKI67+),CD8.TEX,HLA-C,CD8B,0.821215048689092,3.82856497624052,3.79386164097214,7,31,0.982279990922697
CD8.TPEX,IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD28,CD80,0.818729394418526,0.0203649145840068,0.0387041706795951,7,37,0.982279990922697
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TPEX,CD80,CD28,0.818729394418526,0.0203649145840068,0.0387041706795951,7,37,0.982279990922697
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TPEX,B2M,CD3D,0.815275465130828,7.79751322671519,8.49723226838296,9,39,0.982279990922697
CD8.TPEX,IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),HLA-B,LILRA1,0.807914008618701,0.494836074171225,0.338995295808638,7,37,0.982279990922697
CD8.TPEX,Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD99,PILRA,0.806227865866883,1.15968389122272,1.00929743365793,9,40,0.982279990922697
CD8.TPEX,Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),HSPA8,LDLR,0.800787688145084,0,0,7,37,0.982279990922697
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TEX,HLA-A,CD3G,0.795169645264776,4.97617290086127,4.75775503170709,9,39,0.982279990922697
CD8.TEX,IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),HLA-C,LILRA1,0.829274009334302,0.42475452026304,0.311368848890835,7,36,0.982279990922697
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TEX,HLA-A,CD3G,0.821330205289198,4.80674026855935,4.81201769823653,9,38,0.982279990922697
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TEX,VCAN,ITGA4,0.815275465130828,1.1005648050422,0.959420009462677,9,39,0.982279990922697
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TPEX,HLA-C,CD8A,0.829238138709789,6.32962812530492,6.4751065656418,9,40,0.982279990922697
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,HLA-E,CD8A,0.809313857318156,5.78332270017267,5.42360105497438,7,36,0.982279990922697
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TEX,HLA-F,CD8A,0.830651087196481,2.60540915487494,2.33195775956141,7,36,0.982279990922697
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TPEX,MRC1,PTPRC,0.826267235889579,1.68915298696758,1.98499404839711,9,40,0.982279990922697
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TEX,RETN,CAP1,0.829915706264844,0.809076431603262,0.710933325224458,7,36,0.982279990922697
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TPEX,HLA-A,CD3G,0.809756388555102,3.92908539749187,4.22121747468272,7,37,0.982279990922697
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TEX,CD58,CD2,0.830669979353565,1.05643266559365,0.828070690531134,7,36,0.982279990922697
Proliferating TAMs (cycling/MKI67+),CD8.TPEX,HLA-B,CD3D,0.816069788206011,6.56428604167537,6.18090190049051,7,32,0.982279990922697
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TPEX,HLA-B,CD3D,0.829238138709789,6.50795382446616,6.66850354313626,9,40,0.982279990922697
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TEX,HLA-A,CD8B,0.835499391976649,4.02063310398166,4.15094770555709,9,39,0.984969466688067
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,B2M,KLRC1,0.834358704167941,1.70120539501966,1.66337577294548,7,36,0.984969466688067
Proliferating TAMs (cycling/MKI67+),CD8.TEX,SPP1,ITGA4_ITGB1,0.845921136445938,0,0.799448188302534,7,31,0.985615653540217
CD8.TPEX,Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),TNFSF9,HLA-DPA1,0.847033054592212,1.54684222379555,1.72650108190508,7,37,0.985615653540217
Proliferating TAMs (cycling/MKI67+),CD8.TPEX,LGALS1,CD69,0.840472152105353,6.31432339668883,6.81820520161184,7,32,0.985615653540217
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TPEX,B2M,CD3D,0.850665157155291,8.33932231411932,8.51515377811352,7,37,0.985615653540217
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TPEX,HLA-B,CD8A,0.850665157155291,7.97688182171224,8.02855374013817,7,37,0.985615653540217
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,CXCL16,CXCR6,0.843467526099819,1.03474917960425,0.934816191124955,7,36,0.985615653540217
Proliferating TAMs (cycling/MKI67+),CD8.TEX,HLA-B,KLRD1,0.853962074937307,2.61712669206272,2.60241327293577,7,31,0.985615653540217
CD8.TEX,IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),HLA-A,LILRA1,0.855222921165247,0.461882491778546,0.361762104285648,7,36,0.985615653540217
CD8.TEX,IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),HLA-B,LILRA1,0.855222921165247,0.505166315282403,0.357422995621895,7,36,0.985615653540217
CD8.TPEX,IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CIRBP,TREM1,0.847310214623084,0.533526877559728,0.624465709604416,7,37,0.985615653540217
CD8.TEX,Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),HSP90B1,TLR2,0.839291179483169,0.890668993047969,0.816129717488756,9,38,0.985615653540217
Proliferating TAMs (cycling/MKI67+),CD8.TEX,B2M,CD247,0.853962074937307,3.8165660416205,3.9119213727023,7,31,0.985615653540217
Proliferating TAMs (cycling/MKI67+),CD8.TEX,HLA-E,CD8A,0.853962074937307,4.33825008493467,4.72004616285748,7,31,0.985615653540217
Proliferating TAMs (cycling/MKI67+),CD8.TEX,HMGB1,CXCR4,0.853962074937307,5.79014989897711,5.99089698293064,7,31,0.985615653540217
Proliferating TAMs (cycling/MKI67+),CD8.TPEX,B2M,CD247,0.840472152105353,3.04594157868756,3.20145978476427,7,32,0.985615653540217
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TEX,HLA-B,CD3D,0.859566658682997,7.61537133787549,7.9574052411511,7,36,0.986199246792546
CD8.TPEX,IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),HLA-A,LILRA1,0.858497969933542,0.457272533912009,0.339048476018839,7,37,0.986199246792546
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TEX,HLA-A,CD3D,0.859566658682997,7.70230539871367,7.17252836833258,7,36,0.986199246792546
Proliferating TAMs (cycling/MKI67+),CD8.TEX,SPP1,PTGER4,0.876458464288758,0,0.72925547612048,7,31,0.986495585352748
Proliferating TAMs (cycling/MKI67+),CD8.TPEX,SPP1,CD44,0.864490514366731,0,1.07704866487426,7,32,0.986495585352748
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,SNCA,LAG3,0.87222069715593,0,0,7,36,0.986495585352748
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TEX,B2M,KLRD1,0.862906326485091,3.68135019974521,3.71229137768972,9,38,0.986495585352748
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TPEX,FN1,CD44,0.872447706740453,1.55355187427855,1.45424800724024,7,37,0.986495585352748
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TEX,HLA-C,CD8B,0.862906326485091,4.18929550581182,3.90507016112696,9,38,0.986495585352748
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TEX,VEGFA,ITGB1,0.869298143193934,0.732760099243242,0.732628427398598,7,36,0.986495585352748
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.TEX,B2M,CD247,0.873908616612161,4.39720358434857,4.17577593316217,10,39,0.986495585352748
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TPEX,HLA-A,CD3D,0.875340417709884,7.13888232314662,6.63653066295351,7,37,0.986495585352748
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TPEX,IL10,CD27,0.873093464313178,0.0985159553325436,0.169156451317231,9,39,0.986495585352748
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TPEX,HLA-B,CD3D,0.876251151208846,6.44571770676107,6.20657893347134,9,39,0.986495585352748
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TPEX,HLA-C,CD3D,0.876251151208846,5.39073630738558,5.49356878676638,9,39,0.986495585352748
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TPEX,APP,RPSA,0.866714220015607,1.12866343296424,1.21239303740176,9,40,0.986495585352748
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TEX,CD14,ITGA4,0.883839951332447,1.62197190232729,1.5321881189449,9,38,0.987514931587261
CD8.TEX,Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),HMGB1,TLR2,0.881784625720486,2.05324779240142,1.54081659183115,9,38,0.987514931587261
Proliferating TAMs (cycling/MKI67+),CD8.TEX,HLA-B,CD3G,0.88294342048212,4.98690223496314,4.72802049154154,7,31,0.987514931587261
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TEX,HLA-B,CD3G,0.883839951332447,5.13059023359338,4.85622620938492,9,38,0.987514931587261
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TPEX,LYZ,ITGAL,0.885049050229309,1.02295524820306,0.944690645084743,7,37,0.987514931587261
CD8.TEX,Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),GNAI2,FPR1,0.882307475141964,1.47318396348166,1.94160952640296,7,36,0.987514931587261
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.TPEX,FN1,ITGA4_ITGB7,0.893830628628905,0.348237444645911,0.350879513792384,10,40,0.990023966528446
Proliferating TAMs (cycling/MKI67+),CD8.TPEX,FN1,ITGA4_ITGB7,0.890486004918009,0,0.0212061972804245,7,32,0.990023966528446
CD8.TPEX,Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CIRBP,TREM1,0.897570366541354,0.644197872764959,0.970332620317919,7,37,0.990023966528446
Proliferating TAMs (cycling/MKI67+),CD8.TPEX,FN1,CD44,0.890486004918009,0,0.0357909328431668,7,32,0.990023966528446
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.TEX,HLA-A,CD3G,0.893184303244,4.87502388777719,5.0246143815572,10,39,0.990023966528446
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.TPEX,HLA-A,CD3D,0.895549929602423,5.79290829747872,6.17540611634019,10,40,0.990023966528446
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TPEX,HLA-A,CD3D,0.896753272648184,5.59529995048224,5.87414511177872,9,39,0.990023966528446
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.TPEX,HLA-C,CD3D,0.895549929602423,5.50146494814267,5.4031287464659,10,40,0.990023966528446
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TPEX,HLA-A,CD8A,0.900131856083135,6.89972933019125,7.13840996686377,7,37,0.991430944342996
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TEX,LGALS1,CD69,0.910368800209682,7.62115836331475,6.98853335095315,7,36,0.992318796939233
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.TEX,FN1,ITGA4_ITGB1,0.911106750553522,0.513223788968808,0.522357923683448,10,39,0.992318796939233
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TEX,FN1,ITGA4_ITGB1,0.908298455643857,1.13182610609849,0.98480031084469,7,36,0.992318796939233
Proliferating TAMs (cycling/MKI67+),CD8.TEX,HLA-B,CD8A,0.912075317648073,7.84921568543078,7.97764411647883,7,31,0.992318796939233
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.TEX,HLA-C,CD8B,0.912521435836467,4.077257859619,4.11485562103344,10,39,0.992318796939233
Proliferating TAMs (cycling/MKI67+),CD8.TEX,HLA-C,CD3G,0.910037501158043,4.34406665128169,4.39194946312508,7,31,0.992318796939233
Proliferating TAMs (cycling/MKI67+),CD8.TEX,B2M,KLRD1,0.912075317648073,3.52771117120161,3.35531691878094,7,31,0.992318796939233
CD8.TEX,Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),HLA-C,LILRA1,0.904133191786179,0.897820861457853,0.70362286058314,7,36,0.992318796939233
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TEX,HLA-E,CD8B,0.910368800209682,2.87305757011497,2.71463455276287,7,36,0.992318796939233
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TPEX,S100A8,CD69,0.974398746812604,4.467122387914,5.5583809815626,7,37,1
Proliferating TAMs (cycling/MKI67+),CD8.TPEX,SPP1,PTGER4,0.953906317292651,0,0.222739044868641,7,32,1
Proliferating TAMs (cycling/MKI67+),CD8.TPEX,SPP1,ITGA4_ITGB1,0.954296573468145,0,0.358496041615042,7,32,1
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,CCL19,CXCR3,0.978220520632113,0,0,7,36,1
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.TEX,FN1,ITGA4_ITGB7,0.950543961197141,0.364845868757436,0.347391003320108,10,39,1
Proliferating TAMs (cycling/MKI67+),CD8.TEX,FN1,ITGA4_ITGB7,1,0,0.0479321545416325,7,31,1
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TEX,LGALS1,CD69,0.93794462587066,6.58385837079526,6.75457895339576,9,39,1
CD8.TEX,Proliferating TAMs (cycling/MKI67+),B2M,CD1C,0.937099035624253,0,0.738632543482755,7,31,1
Proliferating TAMs (cycling/MKI67+),CD8.TEX,FN1,ITGA4_ITGB1,1,0,0.110092779470555,7,31,1
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TEX,HLA-C,CD8B,0.935913955617213,4.43367917106022,4.28280302591073,7,36,1
CD8.TPEX,Proliferating TAMs (cycling/MKI67+),B2M,CD1C,0.984627834038126,0,0.577530046384386,7,32,1
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TEX,HLA-A,CD8A,0.987169794645091,8.58257016302072,8.49448103134061,7,36,1
CD8.TEX,IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD99,PILRA,0.986871397395719,1.49380907531404,1.29604981436301,7,36,1
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,CD14,ITGB1,0.935913955617213,1.52883530408086,1.52620518299595,7,36,1
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TPEX,CD55,ADGRE5,0.949432520089163,0.930878333580405,1.30526657247861,9,40,1
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TEX,HLA-C,CD8A,0.979296949179093,7.02326653947421,7.03557587614986,9,39,1
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TEX,HLA-B,CD3G,1,4.88928225818974,5.1621710070198,7,36,1
Proliferating TAMs (cycling/MKI67+),CD8.TPEX,FN1,ITGA4_ITGB1,1,0,0.0468816896477118,7,32,1
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TEX,B2M,CD3G,0.987169794645091,6.47825102650552,6.5826473851079,7,36,1
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TEX,HLA-DRB5,LAG3,1,2.1660416940574,2.17621614712862,9,38,1
Proliferating TAMs (cycling/MKI67+),CD8.TEX,HLA-A,CD8B,0.970641166074602,3.99593216214887,3.98943946935616,7,31,1
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TEX,HLA-A,CD3D,0.987169794645091,8.27290552016005,7.83215328078008,7,36,1
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TEX,B2M,KLRC1,0.960641776202031,1.93217847739685,1.68018613063717,7,36,1
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TEX,HLA-DQA2,LAG3,1,0.959986430003713,0.552243814888222,7,36,1
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TPEX,F13A1,ITGB1,0.957678723965609,0.598486572634736,0.535000994964046,9,39,1
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.TEX,HLA-A,CD8B,0.931908730865297,4.49305164141053,3.97474257075817,10,39,1
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TEX,VCAN,ITGB1,0.979296949179093,0.95740116679196,1.01742194126708,9,39,1
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.TPEX,COL6A2,CD44,0.988538760405899,0,0,10,40,1
CD8.TPEX,IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),ANXA1,FPR1,0.974384302077085,1.24279190654033,1.32284829830045,7,37,1
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TEX,B2M,KLRC1,0.960641776202031,1.75636456850214,1.53508087259094,7,36,1
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TPEX,ICAM1,IL2RG,0.935984656104195,0.825049948672722,0.943565118388504,7,37,1
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TEX,HLA-B,CD8B,0.96821924913034,4.47223559663702,4.31517946957469,9,38,1
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TEX,HLA-C,CD3D,0.93794462587066,6.14039770065789,6.51946859315482,9,39,1
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TPEX,HLA-C,CD8A,1,7.13739698862556,6.95262477418543,7,37,1
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TEX,B2M,KLRC1,0.97892632053765,1.75294873562316,1.65538005610843,9,39,1
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TPEX,HLA-E,CD8B,0.948823844301129,2.6218207825432,2.67738151307407,7,37,1
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TPEX,LPL,CD44,0.947295356096305,0,0.175604371477287,7,37,1
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TEX,HLA-C,CD3D,0.987169794645091,6.55418106974622,6.60957576708529,7,36,1
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,LGALS1,CD69,0.921379263458634,6.56151371997823,6.07883295821913,7,36,1
CD8.TEX,Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),HLA-A,LILRA1,0.986272299968804,0.929046279247133,0.774976152788749,7,36,1
CD8.TPEX,Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),HLA-A,LILRA1,1,0.951732841149156,0.715874175638475,7,37,1
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TEX,MRC1,PTPRC,0.947347946168792,2.55855986104031,2.11842447115279,9,39,1
CD8.TPEX,Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),HLA-C,LILRA1,0.932846050795811,0.854191915789373,0.673373389442347,7,37,1
CD8.TEX,Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),HLA-B,LILRA1,0.931442690532748,0.895437669698835,0.785017973543311,7,36,1
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TEX,CD55,ADGRE5,0.93794462587066,1.03864151846595,1.1764509944999,9,39,1
CD8.TEX,Proliferating TAMs (cycling/MKI67+),IFNG,IFNGR1_IFNGR2,1,0.782049179154104,0.913404062587077,7,31,1
CD8.TPEX,Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),HLA-B,LILRA1,0.986553950503312,0.88802270594261,0.704009308141607,7,37,1
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.TPEX,MRC1,PTPRC,0.970976300919631,1.68039457235368,1.60925868540681,10,40,1
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TEX,HLA-E,CD8A,0.961523596893929,5.20510308092913,4.78266766966803,7,36,1
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TPEX,HLA-B,CD8B,0.974398746812604,3.85776100451838,3.98326353429956,7,37,1
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TEX,IL10,CD27,0.989196662244002,0.0927947094063063,0.155801582187421,9,38,1
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TPEX,HLA-C,CD3D,0.949972140287691,6.36363046366128,6.13965091583326,7,37,1
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.TPEX,HLA-B,CD3D,0.990478293677283,6.08053516980984,6.45590985275555,10,40,1
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TEX,CD58,CD2,0.979296949179093,0.755995606860994,0.876207413637489,9,39,1
Proliferating TAMs (cycling/MKI67+),CD8.TPEX,HLA-E,CD8A,0.985729803067264,3.996767711442,4.42732840076663,7,32,1
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TEX,HBEGF,CD82,0.973721525273676,0.749125231782346,0.657115138638934,7,36,1
Proliferating TAMs (cycling/MKI67+),CD8.TEX,CD59,CD2,0.969594327342102,0.697390839110971,0.798387374070105,7,31,1
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TPEX,HLA-C,CD3D,0.974974274911583,5.50306092725113,5.43027195779549,7,37,1
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TPEX,HLA-A,CD3D,0.949972140287691,6.10663403347945,6.1877707320603,7,37,1
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TPEX,CD86,CTLA4,0.974351711820326,0.798421126297344,0.68597008800249,7,37,1
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TEX,HBEGF,CD82,0.960637321060156,0.476046591088694,0.755879044789374,7,36,1
CD8.TEX,Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),HMGB1,THBD,0.986816497900202,0.411622952651005,0.882958914802346,7,36,1
